nama_kos,harga,luas_kamar,jarak_ke_bca,tipe_kos,is_ac,is_km_dalam,is_water_heater,is_furnished,is_internet,is_listrik_free,is_parkir_mobil,is_mesin_cuci
Kost Necoliving 1 Tipe C Cilandak Jakarta Selatan,2000000,12.0,1.1147713149838403,campur,1,0,0,1,1,1,0,0
Kost Bona Residence Tipe A Cilandak Jakarta Selatan,2450000,9.0,1.5361160335839708,campur,1,1,0,1,1,0,1,1
Kost Kayawan Stasiun MRT Cipete Tipe Vip Cilandak Jakarta Selatan,2300000,9.0,2.3638314940412024,putra,1,1,1,1,1,0,0,1
Kost Dfm Large Cilandak Jakarta Selatan,2000000,9.0,1.3253921476999595,putri,1,1,0,1,1,0,0,0
Kost Hj Fauziah Cilandak Jakarta Selatan,1200000,12.0,2.5470507629464803,campur,1,1,0,1,1,0,0,1
Kost Bu Hamdan 2 Tipe E Rempoa Ciputat Tangerang Selatan,1700000,30.0,2.440247495300417,campur,1,1,0,1,1,1,0,0
Kost Adam Tipe B Cilandak Jakarta Selatan,2000000,12.0,1.8972960496179927,campur,1,1,0,1,1,0,1,1
Kost Shanaz Tipe A1 Pesanggrahan Jakarta Selatan,700000,16.0,1.596743772291186,putri,1,0,0,1,1,0,0,1
Kost Fajar tipe A Cilandak Jakarta Selatan,700000,12.0,1.5335729141858974,campur,1,0,0,1,1,1,1,0
Kost Kebon Bibit 15 Tipe A Bandung Wetan Bandung,700000,7.5,2.403024262503083,putri,1,1,0,1,1,1,0,0
Kost Tsabit Ciputat Timur Tangerang Selatan,700000,12.0,2.2846859881390023,campur,1,1,0,1,1,0,0,0
Kost Sejati Cilandak Jakarta Selatan,700000,9.0,1.176814523580103,putra,1,0,0,1,1,0,0,0
Kost Bu Hj Nani Tipe Standart Ciputat Timur Tangerang Selatan,700000,9.0,2.2333587170052622,putra,1,0,0,1,1,1,0,0
Kost Bahari 2 Tipe 3 Cilandak Jakarta Selatan,750000,6.0,1.952832634495805,campur,1,0,0,1,1,1,0,1
Kost Rempoa Tipe A Pesanggrahan Jakarta Selatan,750000,9.0,2.007605305073882,putri,1,0,0,0,1,0,0,0
Kost Pak Yudy Kebayoran Lama Jakarta Selatan,750000,4.0,2.0089960789112373,campur,1,0,0,1,1,1,0,0
Kost Griya Gunung Raya 7 Tipe Ac Lux Ciputat Timur Tangerang Selatan,1750000,12.0,2.593007452730216,campur,1,1,0,1,1,0,1,0
Kost Sandratex Ciputat Timur Tangerang Selatan,800000,9.0,2.1795361395055908,putri,1,1,0,1,1,0,0,0
Kost 30 Cilandak Jakarta Selatan,800000,12.0,1.6712986225795188,putra,1,0,0,0,1,1,0,1
Kost Rumah Firdaus Regular Ciputat Timur Tangerang Selatan,800000,8.0,2.3843592209347304,putri,1,0,0,1,1,0,0,0
Kost Eliyus Tipe C Kebayoran Lama Jakarta Selatan,800000,9.0,2.1085872843776814,putri,1,1,0,1,1,1,0,0
Kost Lebak Bulus Cilandak Jakarta Selatan,800000,9.0,0.7738078933702625,campur,1,1,0,0,1,1,1,0
Kost Bu Hj Nani Tipe VVIP Ciputat Timur Tangerang Selatan,800000,9.0,2.2333587170052622,campur,1,0,0,1,1,1,0,0
Kost Ibu Ambar Mini Kebayoran Lama Jakarta Selatan,800000,9.0,2.114383863431815,putri,1,0,0,1,1,1,0,0
Kost Hj Yusmaini Ciputat Timur Tangerang Selatan,820000,9.0,1.5609860137326432,putra,1,0,0,1,1,0,0,0
Kost Apik Cirendeu UMJ Tipe A Ciputat Timur Tangerang Selatan,825000,7.25,1.7321316781769145,putri,1,1,0,1,1,1,0,0
Kost Ibu Jummy Cilandak Jakarta Selatan,830000,9.0,1.3159909896045845,campur,1,1,0,1,1,1,0,0
Kost Pak Ghono Tipe A Cilandak Jakarta Selatan,1500000,7.5,1.4453452769238044,campur,1,1,0,1,1,0,0,0
Kost Bu Arpeh Pesanggrahan Jakarta Selatan,850000,12.0,1.9510695532649,putri,1,1,0,1,1,1,0,0
Kost 67 Tipe A Ciputat Timur Tangerang Selatan,850000,12.0,1.6114483758482283,putra,1,1,0,0,1,1,0,0
Kost Bahari 2 Tipe 5 Cilandak Jakarta Selatan,850000,9.0,1.952832634495805,campur,1,0,0,1,1,1,0,1
Kost Sabar Cilandak Barat Jakarta Selatan,850000,625.0,1.2947627537955244,campur,1,1,0,1,1,1,0,1
Kost Bunga Sepatu Non Ac Ciputat Timur Tangerang Selatan,850000,12.0,1.5520823436346602,putri,1,1,0,1,1,1,1,0
Kost Bangi Tipe A Kebayoran Lama Jakarta Selatan,850000,12.0,1.780532395952408,campur,1,1,0,0,1,0,0,0
Kost Ibu Jumi Cilandak Jakarta Selatan,850000,12.0,1.3147744457095678,campur,1,1,0,1,1,1,0,0
Kost Pak RT Cilandak Jakarta Selatan,850000,12.0,0.624558090684984,putri,1,0,0,0,1,0,1,0
Kost Inan Rempoa Bintaro Pesanggrahan Jakarta Selatan,850000,9.0,1.973692402630028,putri,1,0,0,1,1,0,1,1
Kost Doni Sahlan Pesanggrahan Jakarta Selatan,850000,9.0,1.9405649140649104,campur,1,1,0,1,1,1,0,0
Kost Bilqis Tipe A1 Kebayoran Lama Jakarta Selatan,900000,8.75,2.053970769328636,campur,1,0,0,1,1,0,0,1
Kost Angga Brata Tipe A Pesanggrahan Jakarta Selatan,900000,30.0,2.48857805950035,putra,1,1,0,1,1,0,1,0
Kost House Of Yulia Tipe D Cilandak Jakarta Selatan,900000,3.96,2.7812796580545043,putri,1,0,0,1,1,1,0,1
Kost Lis Tipe A Ciputat Timur Tangerang Selatan,950000,12.0,1.9218341255857927,putra,1,1,0,1,1,0,0,0
Kost Ibu Lista Cilandak Jakarta Selatan,950000,9.0,1.679206005844513,putri,1,0,0,1,1,1,0,1
Kost Mpo Maswanih I Cilandak Jakarta Selatan,950000,7.0200000000000005,1.7152808966361872,putra,1,1,0,0,1,0,0,0
Kost Ayu 2 Cilandak Jakarta Selatan,950000,9.0,1.8554994215561904,putri,1,1,0,1,1,1,0,0
Kost Haji Arifin Cilandak Jakarta Selatan,950000,12.0,1.6534176433151788,putra,1,1,0,1,1,1,0,0
Kost Atiyah Cilandak Jakarta Selatan,950000,12.0,1.7987021891952537,campur,1,1,0,0,1,0,0,0
Kost Nurhayati 1 Ciputat Timur Tangerang Selatan,1500000,12.0,2.0799225067654667,putri,1,1,0,1,1,1,0,0
Kost Raditya Tipe A Ciputat Timur Tangerang Selatan,850000,9.0,1.904079831803668,putri,1,1,0,0,1,0,0,0
Kost 3K Kasih Karunia Cilandak Jakarta Selatan,1500000,12.0,2.2001278860490485,campur,1,1,0,0,1,0,0,0
Kost Tingkat Tipe A Cilandak Jakarta Selatan,1500000,21.0,1.8448089109108248,campur,1,1,0,0,1,0,0,0
Kost D Phoenix Cilandak Jakarta Selatan,2000000,9.0,1.8984912144333497,campur,1,1,1,1,1,0,0,0
Kost Rambutan Tipe C Cilandak Jakarta Selatan,2000000,9.0,2.3651554210991264,campur,1,1,0,1,1,0,1,0
Kost Gold Tipe 1 Cilandak Jakarta Selatan,1850000,9.0,1.606329809114266,campur,1,1,1,1,1,0,0,0
Kost Elang Cilandak Jakarta Selatan,1300000,12.0,1.4018646603582618,putra,1,1,0,1,1,0,0,1
Kost Ada Pondok Indah Superior Kebayoran Lama Jakarta Selatan,2250000,20.0,1.2143758851174622,campur,1,1,1,1,1,1,1,0
Kost Gold Tipe 2 Cilandak Jakarta Selatan,2000000,12.0,1.606329809114266,campur,1,1,1,1,1,0,0,0
Kost Mariyono Tipe A Cilandak Jakarta Selatan,1400000,21.0,1.376912739644538,campur,1,1,0,0,1,0,0,0
Kost Ibu Sri Tipe D Pesanggrahan Jakarta Selatan,850000,9.0,1.8535336047596749,campur,1,1,0,0,1,1,0,0
Kost Bonsar34 Tipe B Cilandak Jakarta Selatan,2500000,21.0,2.279262948063379,putra,1,1,0,1,1,1,0,0
Kost 25 Cilandak Jakarta Selatan,1350000,12.0,1.5436808688604178,campur,1,1,0,1,1,0,0,0
Kost Yana Medium Eksklusif Kebayoran Lama Jakarta Selatan,1375000,7.5,1.8750336160513383,putra,1,0,0,1,1,0,1,0
Kost Dfm 2 Cilandak Jakarta Selatan,1850000,9.0,1.3253921476999595,putri,1,1,0,1,1,0,0,0
Kost 3rooms Ciputat Tangerang Selatan,1600000,21.0,1.880941536150824,campur,1,1,0,0,1,0,1,0
Kost Griyo Srikandi Tipe B Cilandak Jakarta Selatan,1950000,11.4,1.2189176854895565,campur,1,1,0,1,1,0,0,0
Kost Kesehatan Tipe A Pesanggrahan Jakarta Selatan,1250000,9.0,2.4116103933645645,putri,1,1,1,1,1,0,0,0
Kost Bu Hamdan 2 Tipe C Rempoa Ciputat Tangerang Selatan,1200000,16.0,2.440247495300417,campur,1,1,0,1,1,1,0,0
Kost Lestari 3 Tipe A Cilandak Jakarta Selatan,900000,9.0,0.5687181398763471,putra,1,0,0,1,1,1,0,1
Kost Khazanah Pondok Pinang Tipe A Kebayoran Lama Jakarta Selatan,1850000,12.0,1.1598882883153252,putri,1,1,0,1,1,0,0,0
Kost The Boarding House Tipe A Kebayoran Lama Jakarta Selatan,1800000,12.0,1.1985224042979656,putri,1,1,0,1,1,0,1,0
Kost Rambutan Tipe B Cilandak Jakarta Selatan,2000000,20.0,2.3651554210991264,campur,1,1,0,1,1,1,1,0
Kost Necoliving 1 Tipe D Cilandak Jakarta Selatan,2500000,12.0,1.1147713149838403,campur,1,0,0,1,1,1,0,0
Kost Dfm Tipe Standard Cilandak Jakarta Selatan,1700000,6.5,1.3253921476999595,putri,1,1,0,0,1,0,0,0
Kost Baru Casa De Batong Cilandak Jakarta Selatan,1900000,6.0,1.2296959922137811,campur,1,1,0,1,1,0,0,1
Kost Gerbang Hijau Pesanggrahan Jakarta Selatan,1800000,13.86,1.6938372982681549,campur,1,1,0,1,1,0,1,0
Kost Pondok Farta 2 Tipe A Ciputat Timur Tangerang Selatan,900000,12.0,1.5512930276392232,putra,1,0,0,1,1,0,0,0
Kost Umah Suryo Tipe A Ciputat Timur Tangerang Selatan,1500000,12.0,1.4164551693184726,campur,1,0,0,1,1,1,0,1
Kost Bahari 2 Tipe 2 Cilandak Jakarta Selatan,1200000,12.0,1.952832634495805,campur,1,1,0,1,1,0,0,1
Kost Berdikari V Cilandak Jakarta Selatan,1200000,9.0,1.161108786575153,putra,1,1,0,1,1,0,0,0
Kost Yukost Cilandak Jakarta Selatan,1900000,12.0,1.847545179638638,campur,1,1,0,0,1,0,0,0
Kost Mbahtie Tipe B Cilandak Jakarta Selatan,2250000,12.0,2.3844665379953125,putri,1,1,0,1,1,0,0,1
Kost Aman Sutisna Vvip Ciputat Timur Tangerang Selatan,1400000,18.15,1.563704391040001,campur,1,1,0,1,1,1,0,0
Kost Bapak Jaenalih Cilandak Jakarta Selatan,900000,9.0,1.5831142021161486,campur,1,1,0,0,1,0,0,0
Kost Js Pondok Pinang Tipe E Kebayoran Lama Jakarta Selatan,2450000,9.72,0.9523075175059592,campur,1,1,0,1,1,0,1,0
Kost Inaroom G20 Lebak Bulus Tipe Paviliun Cilandak Jakarta Selatan,2500000,42.0,0.6533771494065732,putri,1,1,1,1,1,0,1,0
Kost Cirende Kebayoran Lama Jakarta Selatan,900000,36.0,1.9774397329382103,campur,1,1,0,0,1,1,0,0
Kost Luhuri House 2 Tipe C Pesanggrahan Jakarta Selatan,900000,9.0,1.936038180149375,putra,1,0,1,1,1,0,1,0
Kost Tihar Tipe B Ciputat Timur Tangerang Selatan,900000,9.0,2.675248641973833,putri,1,0,0,1,1,1,0,0
Kost 41 Keuangan Fatmawati Cilandak Jakarta Selatan,2500000,16.0,1.6825581456220025,campur,1,1,1,1,1,1,1,0
Kost Riko Azmil Amri I Tipe B Cilandak Jakarta Selatan,2500000,12.0,2.6519434223615206,putri,1,1,0,1,1,0,0,0
Kost Dhira House 1 Cilandak Jakarta Selatan,2500000,12.0,1.4054634971115725,putri,1,1,0,1,1,0,0,0
Kost Mango Sago Cilandak Jakarta Selatan,2399000,10.5,2.592777506679013,putri,1,1,0,1,1,0,0,0
Kost Inaroom G20 Lebak Bulus Tipe Standar Cilandak Jakarta Selatan,2400000,9.0,0.6533771494065732,putri,1,1,1,1,1,0,1,0
Kost Suzy Tipe B Cilandak Jakarta Selatan,2300000,9.0,0.7585994553721626,putri,1,1,0,1,1,0,1,0
Kost Najma VIP Cilandak Jakarta Selatan,2300000,9.0,2.204182540360496,putri,1,1,1,1,1,0,1,1
Kost Jl Cireundeu Ciputat Timur Tangerang Selatan,2300000,16.0,2.213122437404014,campur,1,1,1,1,1,0,1,1
Kost Roemah Toejoh Cilandak Jakarta Selatan,2300000,12.0,2.216220498702895,campur,1,1,0,1,1,1,1,0
