nama_kos,harga,luas_kamar,jarak_ke_bca,tipe_kos,is_ac,is_km_dalam,is_water_heater,is_furnished,is_internet,is_listrik_free,is_parkir_mobil,is_mesin_cuci
Kost Stasiun Mrt Tipe Standart Cilandak Jakarta Selatan,2700000,9.0,2.3638314940412024,putra,1,1,1,0,1,0,0,1
Kost Muhasyim Icon Tipe G Cilandak Barat Jakarta Selatan,2700000,20.0,1.293783327113729,campur,1,1,1,1,1,0,1,0
Kost Muhasyim Icon Tipe E Cilandak Barat Jakarta Selatan,2700000,25.0,1.2927045803022637,campur,1,1,1,1,1,0,1,0
Kost Muhasyim Icon Tipe D Cilandak Barat Jakarta Selatan,2700000,25.0,1.293783327113729,campur,1,1,1,1,1,0,1,0
Kost Casa Panorama Tipe A Cilandak Jakarta Selatan,2700000,7.5,1.6634961249556313,campur,1,1,0,1,1,1,0,1
Kost Aura Lebak Bulus Cilandak Jakarta Selatan,2700000,20.0,1.813511774648292,campur,1,1,1,1,1,0,1,1
Kost Bokap Gue Tipe A Cilandak Jakarta Selatan,3000000,20.0,1.8108337663718983,campur,1,1,0,1,1,0,1,0
Kost Tohen Cilandak Jakarta Selatan,2200000,12.0,2.395996430459489,campur,1,1,0,1,1,0,1,1
Kost The view Lebak Bulus Cilandak Jakarta Selatan,2700000,12.0,1.808466109414316,campur,1,1,1,0,1,0,1,0
Kost Lebak Bulus Residence 4 Tipe C Cilandak Jakarta Selatan,2700000,9.0,1.433214805402912,campur,1,1,1,1,1,0,1,0
Kost Ziza Tipe Standard Cilandak Jakarta Selatan,2650000,9.6,2.376205383500386,campur,1,1,1,1,1,0,0,0
Kost Bambang Sutedjo Tipe B Cilandak Jakarta Selatan,2650000,9.0,2.692372801497171,campur,1,1,1,1,1,1,1,1
Kost Singgahsini b211 The Syariah Residence MRT-Fatmawati Tipe F Cilandak Jakarta Selatan,2643000,9.0,1.7331894280404814,campur,1,1,1,1,1,0,1,0
Kost Singgahsini Lebak Bulus 04 Tipe B Cilandak Jakarta Selatan,2625000,10.5,1.4294423628277853,campur,1,1,1,1,1,0,1,0
Kost Singgahsini Dyra Tipe C Kebayoran Lama Jakarta Selatan,2625000,20.35,0.5346261125374896,putri,1,1,0,1,1,1,0,1
Kost The 19th Residence Cilandak Jakarta Selatan,2600000,9.0,2.645468204441332,putri,1,0,1,1,1,0,0,0
Kost Aira Residence Kebayoran Lama Jakarta Selatan,2600000,12.0,0.6904759008537622,campur,1,1,1,0,1,0,0,1
Kost Mooi Tipe B Cilandak Jakarta Selatan,3000000,12.0,2.815566292565425,campur,1,1,0,1,1,1,1,1
Kost Lebak Bulus Gunung Balong Tipe H Cilandak Jakarta Selatan,2600000,30.0,1.900486630310693,campur,1,1,0,1,1,1,1,1
Kost Banjarsari Type A Cilandak Jakarta Selatan,2600000,11.55,1.646399518793659,putri,1,1,1,1,1,1,0,0
Kost Mangga Paviliun 11 Cilandak Jakarta Selatan,2600000,9.0,2.557078957425191,putri,1,1,1,1,1,0,0,0
Kost The Guritno House Kebayoran Lama Jakarta Selatan,2600000,12.0,0.1770849080610394,campur,1,1,1,1,1,0,1,0
Kost Casa 50 Tipe A1 Cilandak Jakarta Selatan,2600000,12.0,2.0158878880699342,putri,1,1,1,0,1,0,1,1
Kost Keuangan Fatmawati Cilandak Jakarta Selatan,2600000,16.0,1.7179158043608558,campur,1,1,1,1,1,0,1,0
Kost Inaroom G20 Lebak Bulus Tipe Deluxe Cilandak Jakarta Selatan,2600000,20.0,0.6533771494065732,putri,1,1,1,1,1,0,1,0
Kost Griya Animos Single Standard Cilandak Jakarta Selatan,2600000,9.0,2.498053769505536,campur,1,1,1,1,1,0,1,1
Kost Inaroom lebak bulus Cilandak Jakarta Selatan,2600000,15.0,0.6722993625662721,putri,1,1,0,1,1,0,1,0
Kost Bambouloggia Tipe A Pesanggrahan Jakarta Selatan,2600000,30.0,1.972420298985968,campur,1,1,0,1,1,0,1,1
Kost Wijaya Kusuma 2 Cilandak Jakarta Selatan,3000000,12.0,2.7500867025785656,campur,1,1,1,1,1,0,1,0
Kost Queen Tipe C Pesanggrahan Jakarta Selatan,2600000,15.0,2.446021831809308,putri,1,1,0,1,1,0,1,0
Kost Univ Muhammadiyah Ciputat Timur Tangerang Selatan,2600000,16.0,2.3062876960775736,campur,1,1,1,1,1,0,1,0
Kost Suzy Tipe A Cilandak Jakarta Selatan,2600000,9.0,0.7585994553721626,putri,1,1,0,1,1,0,1,0
Kost Js Pondok Pinang Tipe D Kebayoran Lama Jakarta Selatan,2600000,10.5,0.9523075175060064,campur,1,1,0,1,1,0,0,0
Kost Singgahsini Cendrawasih I Tipe A Cilandak Jakarta Selatan,2575000,8.58,2.8887501373760704,campur,1,1,0,1,1,0,1,0
Kost Singgahsini Puri Adhyaksa Tipe C Cilandak Jakarta Selatan,2575000,11.48,0.6678282124286219,campur,1,1,0,1,1,0,1,0
Kost Singgahsini Pondok Indah Tipe A Kebayoran Lama Jakarta Selatan,2575000,15.0,0.6936591929678085,putri,1,1,1,1,1,0,1,0
Kost Zafira Cilandak Jakarta Selatan,400000,9.0,2.403024262503083,putra,1,1,0,1,1,1,0,0
Kost Fajar Tipe B Cilandak Jakarta Selatan,450000,9.0,1.557275139080464,campur,1,0,0,0,1,0,1,0
Kost Fajar Tipe A Cilandak Jakarta Selatan,450000,9.0,1.557275139080464,campur,1,0,0,0,1,0,1,0
Kost Singgahsini b211 The Syariah Residence MRT-Fatmawati Tipe A Cilandak Jakarta Selatan,2995000,15.75,1.7331894280404814,campur,1,1,1,1,1,0,1,0
Kost Situ Gintung Muhammadiyah Tipe A1 Ciputat Timur Tangerang Selatan,500000,6.0,2.217876281590144,campur,1,0,0,1,1,0,0,0
Kost Situ Gintung Tipe B Ciputat Timur Tangerang Selatan,500000,4.0,2.2698230568976,campur,1,0,0,1,1,1,1,0
Kost Ciputat 68 Tipe B Ciputat Timur Tangerang Selatan,500000,12.5,2.4558883299078555,putri,1,0,0,1,1,1,0,0
Kost H Komar Cilandak Jakarta Selatan,500000,9.0,0.7987568798490798,putra,1,0,0,0,1,1,0,0
Kost Pondok Farta 1 Ciputat Timur Tangerang Selatan,500000,7.5,1.570019763495588,putri,1,0,0,1,1,1,0,0
Kost Bude Ela Ciputat Timur Tangerang Selatan,450000,12.0,1.913713770667576,putri,1,0,0,1,1,0,0,0
Kost Fatmawati Banjarsari Cilandak Jakarta Selatan,500000,9.0,1.6825275225836307,putra,1,0,0,1,1,0,0,0
Kost Abah House Tipe A Ciputat Timur Tangerang Selatan,500000,9.0,2.56999193428778,campur,1,0,0,0,1,1,0,0
Kost Bu Yanih Cibitung Bekasi,500000,16.0,2.4029873794837258,campur,1,0,0,0,1,1,0,0
Kost Bu Nur Cilandak Jakarta Selatan,550000,12.0,2.0983597428720207,campur,1,0,0,1,1,0,0,0
Kost Pondok Farta Tipe E Ciputat Timur Tangerang Selatan,600000,7.5,1.6169115590437342,campur,1,0,0,1,1,1,0,1
Kost Pondok Farta Tipe D Ciputat Timur Tangerang Selatan,650000,7.5,1.6169115590437342,campur,1,0,0,1,1,1,0,1
Kost Berkah Vip Cilandak Jakarta Selatan,1900000,9.0,1.8510351466778008,campur,1,1,0,1,1,0,0,0
Kost Permai Ciputat Timur Tangerang Selatan,1300000,12.0,2.1511485729140443,campur,1,1,0,1,1,0,1,1
Kost Pondok Farta Tipe C Ciputat Timur Tangerang Selatan,650000,12.0,1.5839111807680082,putri,1,0,0,1,1,1,0,0
Kost PRAM Tipe B Ciputat Timur Tangerang Selatan,650000,8.0,2.012628909509932,putri,1,0,0,1,1,1,0,0
Kost Haji Arifin Tipe A Cilandak Jakarta Selatan,1000000,12.0,1.6504466204384989,putra,1,1,0,1,1,1,0,0
Kost Bunda Marni Cilandak Jakarta Selatan,1000000,9.0,1.1571058924452982,putra,1,1,0,1,1,1,0,0
Kost 1000K Tipe A Ciputat Timur Tangerang Selatan,1000000,7.5,2.199254751578064,campur,1,1,0,1,1,0,0,0
Kost Al Madani Non Ac Ciputat Timur Tangerang Selatan,1000000,9.0,1.9053942271861304,putra,1,1,0,1,1,0,0,0
Kost Haji Arief Cilandak Jakarta Selatan,1000000,9.0,0.7755908901984101,putri,1,0,0,1,1,1,0,0
Kost Al Madani Standart Ciputat Timur Tangerang Selatan,1000000,9.0,1.9053942271861304,putra,1,1,0,1,1,0,0,0
Kost Ibu Sri Tipe C Pesanggrahan Jakarta Selatan,600000,6.0,1.8535336047597204,campur,1,1,0,1,1,0,0,0
Kost Griya Buana Tipe A Kebayoran Lama Jakarta Selatan,1000000,9.0,1.2932409832630751,putra,1,0,0,1,1,1,0,0
Kost Punyague Kamar 2 Cilandak Jakarta Selatan,1000000,9.0,0.951818942376622,putri,1,0,0,1,1,1,0,0
Kost Berkah Eco Cilandak Jakarta Selatan,1000000,6.0,1.8510351466778008,putri,1,0,0,1,1,0,0,0
Kost Punyague Kamar 3 Cilandak Jakarta Selatan,1000000,9.0,0.951818942376622,putri,1,0,0,0,1,1,0,0
Kost Azizah Tipe C Kebayoran Lama Jakarta Selatan,1000000,6.0,0.9837259089019956,putri,1,0,0,0,1,0,0,0
Kost Kasanova Tipe A Pesanggrahan Jakarta Selatan,1000000,9.0,1.5507636201725885,putra,1,1,0,0,1,1,0,1
Kost Almadani Tipe A Ciputat Timur Tangerang Selatan,1000000,9.0,1.8772411591819176,putra,1,1,0,1,1,0,0,0
Kost Berdikari III Cilandak Jakarta Selatan,1000000,9.0,1.4906389399257325,putra,1,1,0,0,1,1,0,0
Kost Necoliving 1 Tipe A Cilandak Jakarta Selatan,1000000,9.0,1.1147713149838403,campur,1,0,0,1,1,1,0,0
Kost Gintung Hmn Ciputat Timur Tangerang Selatan,1000000,12.0,2.386156551400487,campur,1,1,0,1,1,0,0,0
Kost Sapriyanto Cilandak Jakarta Selatan,1000000,9.0,1.3981200188755265,campur,1,1,0,1,1,0,0,0
Kost Alba Zahiya Cilandak Jakarta Selatan,1000000,12.0,2.4640641463715194,putra,1,1,0,1,1,0,0,0
Kost Belannisa Tipe Standart Ciputat Timur Tangerang Selatan,1000000,15.0,2.1909834682102103,putri,1,1,0,1,1,1,1,1
Kost Apik Sulthan Tipe C Cilandak Jakarta Selatan,1225000,9.0,1.4454988972724334,putri,1,1,0,1,1,1,0,0
Kost Apik Sulthan Tipe A Cilandak Jakarta Selatan,1425000,18.0,1.4454988972724334,putri,1,1,0,1,1,1,0,0
Kost Singgahsini Aglonema Lebak Bulus Tipe A Cilandak Jakarta Selatan,2125000,7.439999999999999,1.4327485309888894,campur,1,1,0,1,1,1,1,0
Kost Apik Sulthan Tipe B Cilandak Jakarta Selatan,1315000,10.5,1.4454988972724334,putri,1,1,0,1,1,1,0,0
Kost Singgahsini Rempoa Tipe B Pesanggrahan Jakarta Selatan,2025000,11.2,2.004834233677585,campur,1,1,0,1,1,0,1,0
Kost Singgahsini Pondok Indah Tipe B Kebayoran Lama Jakarta Selatan,2325000,12.0,0.6936591929678085,putri,1,1,1,1,1,0,1,0
Kost Singgahsini Rempoa Tipe A Pesanggrahan Jakarta Selatan,2225000,11.2,2.004834233677585,campur,1,1,1,1,1,0,1,0
Kost Evie Abuserin Cilandak Jakarta Selatan,600000,12.0,2.122747462104212,putri,1,0,0,1,1,1,0,0
Kost Singgahsini Griya Dami Tipe A Cilandak Jakarta Selatan,2425000,12.0,1.4640567504118709,campur,1,1,0,1,1,0,1,0
Kost Singgahsini Kamer Suhodo Tipe C Kebayoran Lama Jakarta Selatan,1625000,6.8,0.7277705684247209,putri,1,1,1,1,1,0,1,0
Kost Singgahsini Shafara Tipe C Pesanggrahan Jakarta Selatan,2125000,15.0,2.009231031135118,campur,1,1,0,1,1,0,0,0
Kost Singgahsini Griya Dami Tipe B Cilandak Jakarta Selatan,2375000,12.0,1.4640567504118709,campur,1,1,0,1,1,0,1,0
Kost Singgahsini Lebak Bulus 62 Tipe A Cilandak Jakarta Selatan,1775000,12.0,1.2547217240299124,campur,1,1,0,1,1,0,1,0
Kost Singgahsini Lebak Bulus 04 Tipe C Cilandak Jakarta Selatan,2225000,10.5,1.4294423628277853,campur,1,1,1,1,1,0,1,0
Kost Singgahsini Omah Bagoes Tipe A Kebayoran Lama Jakarta Selatan,2275000,10.44,0.552836924912333,campur,1,1,1,1,1,0,1,0
Kost Singgahsini Sanyul 88 Tipe A Ciputat Tangerang Selatan,1525000,9.6,1.7726085078063631,campur,1,1,0,1,1,0,0,1
Kost Singgahsini Nayla Tipe B Cilandak Jakarta Selatan,2275000,10.5,1.7708073210564712,campur,1,1,0,1,1,0,0,0
Kost Singgahsini Nayla Tipe A Cilandak Jakarta Selatan,2410000,10.5,1.7708073210564712,campur,1,1,0,1,1,0,0,0
Kost Kosan Tipe A Kebayoran Lama Jakarta Selatan,600000,12.0,1.955170154646412,campur,1,1,0,0,1,0,0,0
Kost Singgahsini Kamer Suhodo Tipe B Kebayoran Lama Jakarta Selatan,2025000,8.100000000000001,0.7277705684247209,putri,1,1,1,1,1,0,1,0
Kost Dewi Kencana Standart Cilandak Jakarta Selatan,2000000,12.0,1.2949806617629496,campur,1,1,0,1,1,0,1,1
Kost Singgahsini Omah Bagoes Tipe B Kebayoran Lama Jakarta Selatan,2225000,10.44,0.552836924912333,campur,1,1,1,1,1,0,1,0
Kost Singgahsini Shafara Tipe B Pesanggrahan Jakarta Selatan,2325000,15.0,2.009231031135118,campur,1,1,1,1,1,0,0,0
Kost Singgahsini Dyra Tipe E Kebayoran Lama Jakarta Selatan,2275000,18.0,0.5346261125374896,putri,1,1,0,1,1,1,0,1
Kost Singgahsini Kamer Suhodo Tipe A Kebayoran Lama Jakarta Selatan,2425000,14.7,0.7277705684247209,putri,1,1,1,1,1,0,1,0
Kost Tante Tina Tipe A Cilandak Jakarta Selatan,2300000,9.0,1.235458150703597,campur,1,0,0,1,1,1,0,0
Kost Apik Forreva 2 Tipe A Kebayoran Lama Jakarta Selatan,1600000,9.62,1.175532738892161,putri,1,0,0,1,1,0,0,1
Kost Apik Forreva 2 Tipe B Kebayoran Lama Jakarta Selatan,1400000,9.66,1.175532738892161,putri,1,1,0,1,1,0,0,1
Kost Sudut Tenang Cilandak Jakarta Selatan,2500000,10.5,1.8218097770562545,campur,1,1,1,1,1,0,0,1
Kost Nuri Tipe A Ciputat Timur Tangerang Selatan,650000,9.0,2.4496002437885083,putri,1,0,0,1,1,1,0,0
Kost Apik Forreva 2 Tipe C Kebayoran Lama Jakarta Selatan,1300000,9.62,1.175532738892161,putri,1,0,0,1,1,0,0,1
Kost Tante Tina Tipe A1 Cilandak Jakarta Selatan,2500000,9.0,1.235458150703597,campur,1,0,0,1,1,1,0,0
Kost Singgahsini Citra Art Tipe A Ciputat Timur Tangerang Selatan,1525000,15.54,1.4909430812788729,campur,1,1,0,1,1,0,0,0
Kost Singgahsini DD Executive Tipe A Cilandak Jakarta Selatan,2495000,12.6,2.572228298493103,putri,1,1,1,1,1,0,1,0
Kost Singgahsini Dyra Tipe D Kebayoran Lama Jakarta Selatan,2475000,19.25,0.5346261125374896,putri,1,1,0,1,1,1,0,1
Kost Apik Forreva 1 Tipe C Kebayoran Lama Jakarta Selatan,1300000,7.5,2.297155604868405,putri,1,0,0,1,1,1,0,1
Kost Apik LB123 MRT Lebak Bulus Tipe B Cilandak Jakarta Selatan,1775000,9.0,1.102678985569761,campur,1,0,0,1,1,0,1,0
Kost Apik LB123 MRT Lebak Bulus Tipe C Cilandak Jakarta Selatan,1425000,7.5,1.1049065881327778,campur,1,0,0,1,1,1,1,0
Kost Ha Tipe A Kebayoran Lama Jakarta Selatan,2400000,9.0,1.3016099200692854,campur,1,1,0,1,1,1,1,0
Kost Singgahsini N Residence Pondok Indah Tipe C Kebayoran Lama Jakarta Selatan,1725000,9.0,0.1607501369346647,campur,1,0,0,1,1,0,1,0
Kost Murah Cilandak Jakarta Selatan,650000,7.5,1.971562567714083,putra,1,0,0,1,1,0,0,0
Kost Apik Forreva 1 Tipe B Kebayoran Lama Jakarta Selatan,1500000,12.0,2.297155604868405,putri,1,0,0,1,1,1,0,1
Kost Singgahsini DD Executive Tipe B Cilandak Jakarta Selatan,2395000,10.5,2.572228298493103,putri,1,1,1,1,1,0,1,0
Kost Hana Ciputat Cilandak Jakarta Selatan,2300000,12.0,2.87558459021524,campur,1,1,0,1,1,0,1,0
Kost Mbahtie Tipe C Cilandak Jakarta Selatan,2250000,12.0,2.3844665379953125,putri,1,1,0,0,1,0,0,1
Kost Apik Forreva 1 Tipe A Kebayoran Lama Jakarta Selatan,1800000,12.9,2.297155604868405,putri,1,0,0,1,1,1,0,1
Kost Apik LB123 MRT Lebak Bulus Tipe A Cilandak Jakarta Selatan,2025000,10.5,1.0999614686279668,campur,1,1,0,1,1,0,1,0
Kost Bu Heny Cilandak Jakarta Selatan,2500000,15.0,2.415707073120277,campur,1,1,0,1,1,0,0,0
Kost Puri Terogong Tipe A Cilandak Jakarta Selatan,1800000,12.0,1.7252561394856003,campur,1,1,0,1,1,0,0,0
Kost Rumah Terogong Cilandak Jakarta Selatan,2200000,15.75,1.8575391279886675,putri,1,1,0,1,1,0,1,1
Kost Mbahtie Tipe A Cilandak Jakarta Selatan,2350000,12.0,2.3844665379953125,putri,1,1,0,1,1,0,0,1
Kost Umi 1 Kebayoran Lama Jakarta Selatan,650000,12.0,1.3569161333287791,putri,1,0,0,1,1,1,0,0
Kost Tosdadi Cilandak Jakarta Selatan,1900000,12.0,1.6714673099194943,campur,1,1,0,1,1,0,0,1
Kost Mbahtie Tipe D Cilandak Jakarta Selatan,2250000,12.0,2.384466538048692,putri,1,1,0,0,1,0,0,1
Kost Dzawani Bintaro Superior Pesanggrahan Jakarta Selatan,1650000,12.0,2.706671036427426,putri,1,1,1,1,1,0,0,0
Kost Baik Cilandak Jakarta Selatan,1700000,9.0,2.413870556698015,putri,1,1,0,1,1,0,0,0
Kost Paviliun Puri Aisyah Executive Cilandak Jakarta Selatan,2500000,17.099999999999998,0.8549561159468154,campur,1,1,0,1,1,1,1,0
Kost Kiaria Tipe A Cilandak Jakarta Selatan,2000000,12.0,2.4665744145275257,putri,1,1,0,1,1,0,0,0
Kost Terogong Cilandak Jakarta Selatan,1200000,12.0,1.5246870808905473,campur,1,1,0,1,1,1,0,1
Kost 12A Tipe C Cilandak Jakarta Selatan,1507000,15.0,1.9222919694209608,campur,1,1,0,1,1,0,1,1
Kost Mels Lodge Tipe A Cilandak Jakarta Selatan,2500000,20.0,1.9592312513941448,campur,1,1,1,1,1,0,1,0
Kost Sanzroom Fatmawati Cilandak Jakarta Selatan,1899000,9.0,2.748579007275511,campur,1,1,1,1,1,0,1,1
Kost Oma Rosita Tipe Ekonomi Cilandak Jakarta Selatan,650000,9.0,1.567085915261474,campur,1,0,0,1,1,1,1,0
Kost Makara Tipe C Ciputat Timur Tangerang Selatan,1450000,9.0,1.809637773137016,campur,1,1,1,1,1,0,0,0
Kost Kesehatan Tipe B Pesanggrahan Jakarta Selatan,1350000,10.0,2.4116103933624333,putri,1,1,1,1,1,0,0,0
Kost Makara Tipe B Ciputat Timur Tangerang Selatan,1550000,9.0,1.809637773137016,campur,1,1,1,1,1,0,0,0
Kost Khazanah Pondok Pinang Tipe B Kebayoran Lama Jakarta Selatan,1500000,9.0,1.1686738356233175,putri,1,1,0,1,1,0,0,1
Kost Griya Gunung Indah 5 Tipe VVIP Ciputat Timur Tangerang Selatan,2100000,9.0,2.4602458436106835,campur,1,1,1,1,1,1,1,0
Kost BKC II Cilandak Jakarta Selatan,2500000,12.0,2.348901913676448,campur,1,1,1,1,1,0,1,0
Kost Azizah Tipe B Kebayoran Lama Jakarta Selatan,1300000,6.0,0.9940577789616644,putri,1,1,0,1,1,0,0,1
Kost Adam Tipe A Cilandak Jakarta Selatan,1400000,12.0,1.8972960496179927,campur,1,0,0,1,1,1,1,1
Kost Lestari 3 Extension Cilandak Jakarta Selatan,1400000,12.0,0.5614222359066734,putra,1,1,0,1,1,0,0,1
Kost Regi Kayla Tipe A Cilandak Jakarta Selatan,1200000,12.0,2.558928223685444,campur,1,1,0,1,1,0,0,0
Kost Griya Gunung Indah 5 Tipe B Non Ac Ciputat Timur Tangerang Selatan,1200000,9.0,2.4602458436106835,campur,1,0,0,1,1,1,1,1
Kost Almadani Ac Ciputat Timur Tangerang Selatan,1300000,9.0,1.905493330129608,putra,1,1,0,1,1,0,0,0
Kost Jalan Haryono Raya Kebayoran Lama Jakarta Selatan,1350000,12.0,0.4743208219192299,putri,1,0,0,1,1,1,0,0
Kost Jalan Bahari Tipe A Cilandak Jakarta Selatan,1900000,16.0,1.8193626517780068,campur,1,1,0,1,1,0,0,0
Kost Surbakti Tipe A Cilandak Jakarta Selatan,1800000,12.0,1.1827146918071536,campur,1,1,0,1,1,1,0,0
Kost Rambutan Tipe A Cilandak Jakarta Selatan,2000000,20.0,2.3651554210991264,campur,1,1,0,1,1,0,1,0
Kost The Boarding House Seminyak Room Kebayoran Lama Jakarta Selatan,1600000,12.0,1.120394305527467,putri,1,1,0,1,1,0,1,0
Kost Omah Kelapa Fatmawati Cilandak Jakarta Selatan,1900000,20.0,2.0864079676471725,putra,1,1,0,0,1,0,0,0
Kost Biru Tipe A Pesanggrahan Jakarta Selatan,1300000,9.0,1.618117436861674,campur,1,1,0,1,1,0,0,0
Kost Eman Haji Niman Cilandak Jakarta Selatan,1900000,12.0,1.9348046083211448,campur,1,1,0,1,1,1,1,0
Kost Bu Hamdan 2 Tipe D Rempoa Ciputat Tangerang Selatan,1800000,25.0,2.440247495300417,campur,1,1,0,1,1,1,0,0
Kost BTR 63 A Cilandak Jakarta Selatan,1750000,16.0,1.2620612700764644,campur,1,1,0,1,1,1,1,0
Kost Aa Azka Al Tipe A1 Cilandak Jakarta Selatan,2000000,18.0,1.522301229579243,campur,1,1,0,1,1,0,1,0
Kost Drom Cozy Home Tipe Single Cilandak Jakarta Selatan,2500000,12.0,1.2426659218189766,campur,1,1,1,1,1,0,1,1
Kost Griya Gunung Indah 5 Tipe AC KML Ciputat Timur Tangerang Selatan,1500000,9.0,2.4602458434211054,campur,1,0,0,1,1,1,1,1
Kost Vera Haji Nawi Single Bed Cilandak Jakarta Selatan,1750000,10.0,2.588154858472258,putri,1,0,0,1,1,0,1,0
Kost Rakha Cilandak Jakarta Selatan,1850000,12.0,1.940479309286291,campur,1,1,0,1,1,0,1,1
Kost Aa Azka Al Tipe Vvip Cilandak Jakarta Selatan,2000000,15.0,1.5608503250694787,campur,1,1,0,1,1,0,1,0
Kost Vera Haji Nawi Twin Bed Cilandak Jakarta Selatan,2500000,12.0,2.588154858472258,putri,1,1,0,1,1,0,1,0
Kost Mamaeyang Ciputat Timur Tangerang Selatan,1500000,12.0,2.308355464253675,campur,1,1,0,1,1,0,0,0
Kost Griya Poncol Indah 10 Tipe A Ciputat Timur Tangerang Selatan,1750000,16.0,2.2819312559297926,campur,1,0,0,1,1,1,1,1
Kost Hj Ross Tipe A Cilandak Jakarta Selatan,2000000,12.0,1.137220966908115,putri,1,1,0,1,1,0,1,0
Kost Rumah Unggu Tipe Standard Cilandak Jakarta Selatan,2250000,12.0,1.7135044873999852,campur,1,1,1,1,1,1,1,0
Kost BKC House Cilandak Jakarta Selatan,2300000,12.0,2.3921878911948093,campur,1,1,1,1,1,0,1,0
Kost Fatmawati Jln H Niman Cilandak Jakarta Selatan,1800000,15.0,2.143446660641465,campur,1,1,0,1,1,0,0,0
Kost Taman Bona Indah B2/11 Cilandak Jakarta Selatan,2200000,12.0,1.383702353959116,putri,1,0,1,1,1,1,1,0
Kost Rumah Firdaus Ac Ciputat Timur Tangerang Selatan,1225000,12.0,2.5433651323930184,putri,1,0,0,1,1,0,0,0
Kost Ha Tipe B Kebayoran Lama Jakarta Selatan,2000000,9.0,1.1410093744390444,putra,1,1,0,1,1,1,1,0
Kost Rpx Fedex Kebayoran Lama Jakarta Selatan,1800000,15.0,1.2768949726516636,campur,1,1,0,1,1,0,1,1
Kost Mami Linda Tipe A Ciputat Timur Tangerang Selatan,1500000,12.0,1.4637584231642964,putri,1,1,0,1,1,0,1,0
Kost H Adih Andara Tipe B Cinere Depok,1700000,30.0,2.403024262503083,campur,1,1,0,0,1,1,0,0
Kost Najma Cilandak Jakarta Selatan,2000000,9.0,2.2014667841004574,putri,1,1,0,1,1,0,1,1
Kost Arif Cilandak Jakarta Selatan,1500000,9.0,1.8135688997748585,campur,1,1,0,1,1,0,0,0
Kost 76 Jln Haji Ntong Tipe A Cilandak Jakarta Selatan,1800000,12.0,1.7908213454320754,campur,1,1,0,1,1,0,0,1
Kos Amiati 1 Tipe C Ciputat Timur Tangerang Selatan,1700000,9.0,2.1168547694725346,putri,1,1,0,1,1,0,1,0
Kost Rumah Cahaya Tipe A Cilandak Jakarta Selatan,1700000,9.0,0.6794549314277396,putri,1,1,0,0,1,0,0,1
Kost Bu Hamdan 2 Tipe A Rempoa Ciputat Tangerang Selatan,1200000,7.5,2.440247495303861,campur,1,1,0,1,1,1,0,0
Kost Umi Salamah Type B Cilandak Jakarta Selatan,1200000,9.0,1.6822300625845703,putri,1,0,0,1,1,1,0,0
Kost Kartika Putri Ciputat Timur Tangerang Selatan,1400000,9.0,2.087640216168817,putri,1,1,0,1,1,0,0,0
Kost Rumah Nini Cilandak Jakarta Selatan,2500000,12.0,2.036900875338302,putri,1,0,1,1,1,0,1,1
Kost The Base Naseri Tipe Standard Cilandak Jakarta Selatan,2500000,16.0,1.4364826624842275,putri,1,1,1,1,1,0,1,0
Kost Bude Antie Tipe Executive Cilandak Jakarta Selatan,1500000,12.0,1.2697377186842744,putra,1,0,0,1,1,1,0,0
Kost Berkah Tipe A Cilandak Jakarta Selatan,1900000,9.0,1.8510351466778008,campur,1,1,0,1,1,0,0,0
Kost Bu Hamdan 2 Tipe B Rempoa Ciputat Tangerang Selatan,1200000,9.0,2.440247495300417,campur,1,1,0,1,1,1,0,0
Kost Elbirru Cilandak Jakarta Selatan,1700000,15.0,2.531479729748896,putri,1,1,0,0,1,0,0,1
Kost Pim Tipe B Cilandak Jakarta Selatan,1700000,18.0,2.403024262503083,campur,1,1,0,1,1,0,0,0
Kost Necoliving 1 Tipe B Cilandak Jakarta Selatan,1300000,16.0,1.1147713149838403,campur,1,0,0,1,1,1,0,0
Kost Pendidikan Cilandak Jakarta Selatan,1500000,9.0,2.0907966587287885,campur,1,0,0,1,1,0,0,0
Kost Pondok Pinang VI Strategis Kebayoran Lama Jakarta Selatan,1550000,9.0,2.050712033735877,putra,1,0,0,0,1,0,0,0
Kost Regi Kayla Tipe B Cilandak Jakarta Selatan,1200000,12.0,2.55588503986966,campur,1,1,0,1,1,0,0,0
Kost Dekat Gedung Rpx Fedex Pondok Pinang A B C Kebayoran Lama Jakarta Selatan,2250000,9.0,1.27689497231603,campur,1,1,0,1,1,1,1,0
Kost Lestari 2 Tipe B Cilandak Jakarta Selatan,2500000,12.0,0.6250589026567402,putra,1,1,1,1,1,0,1,1
Kost Lebak Bulus Icon Residence Royal Kebayoran Lama Jakarta Selatan,2200000,6.0,0.7196727993206657,putri,1,1,1,1,1,0,0,0
Kost D Phoenix Tipe A Cilandak Jakarta Selatan,2200000,9.9,1.8993768313102355,campur,1,1,0,0,1,0,1,0
Kost Menata 41A Cilandak Jakarta Selatan,1900000,8.100000000000001,1.3087475078765156,campur,1,1,0,1,1,0,0,1
Kost Iis Tipe A Ciputat Timur Tangerang Selatan,1500000,18.0,1.9218341255857927,putra,1,1,0,1,1,0,0,0
Kost Ibu Amy Tipe A1 Cilandak Jakarta Selatan,1700000,12.0,1.719365609940687,putri,1,1,0,1,1,0,0,0
