nama_kos,harga,luas_kamar,jarak_ke_bca,tipe_kos,is_ac,is_km_dalam,is_water_heater,is_furnished,is_internet,is_listrik_free,is_parkir_mobil,is_mesin_cuci
Kost Kelapa Puan Timur Tipe P Kelapa Gading Jakarta Utara,695000,5.0,1.0646564329865371,putri,1,0,0,1,1,1,0,1
Kost Omah Ida Tipe VVIP Kelapa Gading Jakarta Utara,3500000,30.0,0.3534144406238275,campur,1,1,1,1,1,0,1,1
Kost Ceniza Astari Kelapa Gading Jakarta Utara,1300000,9.0,0.5135215758551253,putri,1,1,0,1,1,0,0,0
Kost Diva Tipe C Pulo Gadung Jakarta Timur,1650000,16.0,2.625188495949493,campur,1,0,0,1,1,1,1,0
Kost Rumah Teduh Kelapa Gading Jakarta Utara,1600000,9.0,1.1980637512932124,putri,1,1,0,1,1,0,0,1
Kost Syantiek Tipe C Kelapa Gading Jakarta Utara,1450000,12.0,1.165380367033115,putri,1,0,0,1,1,0,0,1
Kost Wisma Gading Permai Jakarta Utara,4000000,35.0,1.0491727872708194,campur,1,1,1,1,1,1,1,1
Kost Sweet Home 1 Tipe A Kelapa Gading Jakarta Utara,1750000,9.0,1.2603320896878325,campur,1,1,0,1,1,0,0,1
Kost Royal Sunter Tipe C1 Tanjung Priok Jakarta Utara,1700000,9.0,2.6729743388918927,campur,1,1,0,1,1,0,1,0
Kost Pulomas Utara 3E Tipe A Pulo Gadung Jakarta Timur,2000000,12.0,2.7174944387013653,campur,1,0,0,1,1,0,0,1
Kost Boulevard Tipe Divan Kelapa Gading Jakarta Utara,775000,5.0,0.6094118782899618,campur,1,0,0,1,1,1,0,1
Kost Kelapa Puan Timur Sleepy Kelapa Gading Jakarta Utara,650000,5.0,1.0646564331835884,putri,1,0,0,1,1,1,0,1
Kost Julian Tipe A Cilincing Jakarta Utara,1460000,15.0,2.5273749166873127,campur,1,1,0,0,1,0,0,0
Kost Chrysant Home Tipe C Kelapa Gading Jakarta Utara,1300000,9.0,1.6476467483717787,campur,1,0,0,1,1,0,0,1
Kost Boulevard Tipe Big Window Kelapa Gading Jakarta Utara,900000,5.0,0.6094118782899618,campur,1,0,0,1,1,1,0,1
Kost Kelapa Puan Timur Tipe L Kelapa Gading Jakarta Utara,800000,5.0,1.0646564329865371,putri,1,0,0,1,1,1,0,0
Kost Syantiek Tipe B Kelapa Gading Jakarta Utara,1850000,12.0,1.1653388669412263,putri,1,0,0,1,1,1,1,1
Kost Kelapa Gading Tipe D Kelapa Gading Jakarta Utara,2500000,16.0,0.7550504949316461,campur,1,1,0,1,1,1,1,1
Kost Boulevard Timur Mall Luxury Kelapa Gading Jakarta Utara,875000,7.0,0.6094118782899618,campur,1,0,0,1,1,1,1,1
Kost Sweet Home 1 Tipe C Kelapa Gading Jakarta Utara,1950000,18.0,1.2603320896878325,campur,1,0,0,1,1,0,0,1
Kost Gading Residence Deluxe Kelapa Gading Jakarta Utara,3000000,12.0,2.247172492675055,campur,1,1,1,1,1,0,1,0
Kost Pondok Gading N 3 Tipe A Kelapa Gading Jakarta Utara,2200000,9.0,1.3921605299799091,campur,1,1,1,1,1,1,1,1
Kost Ibu Nur Aboru Cilincing Jakarta Utara,1100000,9.0,1.88337117806492,putri,1,1,0,1,1,0,0,0
Kost Coco Home Tipe A Kelapa Gading Jakarta Utara,2150000,9.0,1.0533387354291044,campur,1,1,0,1,1,0,1,1
Kost Gading Surya Tipe Roomy Kelapa Gading Jakarta Utara,850000,6.0,0.9715020715256908,campur,1,0,0,1,1,1,0,0
Kost Aras Lodge Standard Kelapa Gading Jakarta Utara,1850000,9.0,1.251808233598313,campur,1,1,0,1,1,0,1,1
Kost Gading Surya Tipe AC Kelapa Gading Jakarta Utara,1500000,9.0,0.9715020715256908,campur,1,0,0,1,1,0,0,1
Kost Green Gading Tipe A Kelapa Gading Jakarta Utara,1400000,9.0,1.5071149824425236,campur,1,0,0,1,1,0,0,1
Kost De Homey Kelapa Gading Standard Room Kelapa Gading Jakarta Utara,2000000,12.0,1.2077177335922027,campur,1,1,0,1,1,0,0,0
Kost Royal Sunter Tipe A Tanjung Priok Jakarta Utara,1600000,12.0,2.6729743388918927,campur,1,1,0,1,1,0,1,0
Kost Gading Mas Tipe A1 Kelapa Gading Jakarta Utara,1400000,7.5,1.1405181993770153,campur,1,0,0,1,1,0,1,1
Kost Primanota Kelapa Gading Jakarta Utara,1500000,7.5,1.1678179026321631,campur,1,0,0,1,1,0,0,1
Kost Raya Residence Tipe A Kelapa Gading Jakarta Utara,2600000,12.0,1.2923546147910026,campur,1,1,1,1,1,0,0,1
Kost Eksekutif Boulevard Kelapa Gading Jakarta Utara,3001500,16.0,0.8474748063866815,campur,1,1,1,1,1,1,1,1
Kost Qing House KG Executive Kelapa Gading Jakarta Utara,2000000,12.0,1.5726315256660337,putri,1,0,1,1,1,0,1,1
Kost Singgahsini Cantika Tipe D Kelapa Gading Jakarta Utara,1900000,6.4,0.5284056450228984,putri,1,0,1,1,1,0,0,0
Kost Lenny Tipe B Kelapa Gading Jakarta Utara,2200000,12.0,0.6221555050726184,putra,1,1,1,1,1,0,0,0
Kost Harpa Place Tipe C Kelapa Gading Jakarta Utara,2000000,9.0,1.655056431714049,campur,1,1,1,1,1,1,1,0
Kost Joy Living Zion Kg Deluxe Kelapa Gading Jakarta Utara,3910000,12.0,1.604369898219843,campur,1,1,1,1,1,1,1,1
Kost Joy Living Zion Kg Premium Deluxe Kelapa Gading Jakarta Utara,3910000,16.0,1.604369898219843,campur,1,1,1,1,1,0,1,1
Kost HII Tipe A Kelapa Gading Jakarta Utara,750000,12.0,2.0392790271795658,putri,1,0,0,1,1,1,0,0
Kost Ichi Tipe B Kelapa Gading Jakarta Utara,1500000,12.0,2.0922566302745498,putri,1,1,0,1,1,1,1,0
Kost Ichi Tipe A Kelapa Gading Jakarta Utara,1500000,21.0,2.0922566302745498,putri,1,1,0,1,1,0,1,0
Kost Little Bee Kelapa Gading Jakarta Utara,750000,9.0,1.348678365781329,putri,1,0,0,0,1,1,0,1
Kost Harpa Place Tipe D Kelapa Gading Jakarta Utara,1800000,5.95,1.655056431795116,campur,1,1,1,1,1,0,1,0
Kost Murah Kelapa Puan Timur Tipe Smart Room Kelapa Gading Jakarta Utara,750000,5.0,1.0760769335720417,campur,1,0,0,1,1,1,1,1
Kost Vani Kelapa Gading Jakarta Utara,770000,9.0,1.8660707552218228,putri,1,0,0,1,1,1,0,0
Kost Vani Tipe A Kelapa Gading Jakarta Utara,500000,9.0,1.868318583924627,putri,1,0,0,1,1,1,0,0
Kost Mimemo Kelapa Gading Jakarta Utara,1550000,9.0,1.906827530618536,putri,1,1,0,0,1,1,0,1
Kost Singgahsini Indri Taska 35 Tipe C Kelapa Gading Jakarta Utara,1775000,7.5,1.2197557282702092,putri,1,0,1,1,1,1,0,0
Kost Sweet Home 1 Tipe D Kelapa Gading Jakarta Utara,2150000,9.0,1.2603320896878325,campur,1,1,0,1,1,1,0,1
Kost Sweet Home 1 Tipe E Kelapa Gading Jakarta Utara,1350000,4.0,1.2603320896878325,campur,1,0,0,0,1,0,0,1
Kost Sitepu Tipe B Kelapa Gading Jakarta Utara,2300000,16.0,0.706461312486726,putri,1,1,0,1,1,1,1,0
Kost Gading Residence Tipe Vip Kelapa Gading Jakarta Utara,3500000,21.0,2.0721246741142187,campur,1,1,1,1,1,0,1,0
Kost Gading Residence Suite Kelapa Gading Jakarta Utara,5000000,36.0,2.0721246741155723,campur,1,1,1,1,1,0,1,1
Kost Ibu Risdiana Tipe B Kelapa Gading Jakarta Utara,1350001,15.0,1.6225591513921618,putri,1,0,0,1,1,1,0,1
Kost Jl Beo Cilincing Jakarta Utara,650000,9.0,2.087348695521583,campur,1,0,0,0,1,1,0,0
Kost Arif Annisa Kelapa Gading Jakarta Utara,800000,12.0,2.1528495472574694,campur,1,1,0,0,1,1,0,0
Kost Sitepu Tipe A Kelapa Gading Jakarta Utara,1650000,12.0,0.706461312486726,putri,1,1,0,1,1,1,1,0
Kost Ibu Estelita Kelapa Gading Jakarta Utara,650000,9.0,1.9288204834288265,campur,1,0,0,1,1,0,0,0
Kost Bdn Lince Samosir Kelapa Gading Jakarta Utara,700000,9.0,1.9529231362353392,campur,1,0,0,1,1,1,0,0
Kost Kuning Tua Kelapa Gading Jakarta Utara,725000,9.0,0.6869091307829226,putri,1,0,0,1,1,1,0,0
Kost Kelapa Cengkir Kelapa Gading Jakarta Utara,1900000,9.0,1.0552789519814176,campur,1,0,1,1,1,0,0,0
Kost Kelapa Cengkir Residence Kelapa Gading Jakarta Utara,1450000,12.0,0.4032060200076419,campur,1,0,0,1,1,0,0,1
Kost Kelapa Cengkir 11 Res Kelapa Gading Jakarta Utara,3000000,12.0,0.8171482441415365,campur,1,1,1,1,1,0,1,1
Kost Ekatina Tipe A Kelapa Gading Jakarta Utara,1200000,9.0,1.8115902191500648,putri,1,0,0,1,1,1,0,0
Kost Gading Residence Tipe Superior Kelapa Gading Jakarta Utara,5000000,21.0,2.0721246741142187,campur,1,1,1,1,1,1,1,0
Kost Gading Residence Tipe A Kelapa Gading Jakarta Utara,2200000,9.0,2.0721246741142187,campur,1,0,0,1,1,0,1,1
Kost Singgahsini Cantika Tipe A Kelapa Gading Jakarta Utara,2150000,9.86,0.5284056450228984,putri,1,1,1,1,1,1,0,0
Kost Kopyor Raya Tipe C Kelapa Gading Jakarta Utara,1700000,8.399999999999999,1.2982070439239863,putri,1,0,1,1,1,1,0,1
Kost Kopyor Raya Tipe E Kelapa Gading Jakarta Utara,1700000,8.25,1.2982070439239863,putri,1,0,1,1,1,1,0,1
Kost Kopyor Raya Tipe A Kelapa Gading Jakarta Utara,1750000,10.5,1.2982070439239863,putri,1,0,1,1,1,1,0,1
Kost Aim Tipe Vvip Kelapa Gading Jakarta Utara,1300000,7.5,0.7669703130315049,putri,1,0,0,1,1,1,0,0
Kost Banyo Raya A25 Tipe A Kelapa Gading Jakarta Utara,2500000,12.6,1.5225850639205918,campur,1,1,1,1,1,1,0,0
Kost Banyo Raya A25 Tipe B Kelapa Gading Jakarta Utara,2000000,10.8,1.5225850639205918,campur,1,1,1,1,1,0,0,0
Kost Banyo Raya A25 Tipe C Kelapa Gading Jakarta Utara,2250000,9.9,1.5225850639205918,campur,1,1,1,1,1,0,0,0
Kost Anarvy Tipe VIP Kelapa Gading Jakarta Utara,1850000,7.199999999999999,1.3401466863376628,putri,1,0,0,1,1,1,0,1
Kost Anarvy Tipe Pet Friendly Kelapa Gading Jakarta,1200000,9.0,1.348174830550736,putri,1,0,0,0,1,0,0,0
Kost Anarvy Tipe B Kelapa Gading Jakarta Utara,1250000,7.199999999999999,1.3401466861775049,putri,1,0,0,1,1,0,0,1
Kost Anarvy Tipe D Kelapa Gading Jakarta Utara,1250000,6.6000000000000005,1.3401466863376628,putri,1,0,0,1,1,0,0,1
Kost Anarvy Tipe Dasar Kelapa Gading Jakarta Utara,1400000,6.25,1.3401466863376628,putri,1,0,0,1,1,0,0,1
Kost Anarvy Tipe A Kelapa Gading Jakarta Utara,1850000,12.0,1.3401466863376628,putri,1,0,0,1,1,0,0,1
Kost Kirana Kelapa Gading Jakarta Utara,2600000,9.0,1.5983099095411484,putri,1,1,1,1,1,1,1,1
Kost Kirana 2 Tipe D Kelapa Gading Jakarta Utara,1400000,4.0,0.8285476573420106,campur,1,0,0,1,1,1,1,1
Kost Kirana 2 Tipe B Kelapa Gading Jakarta Utara,1300000,4.0,0.8285476573420106,campur,1,0,0,1,1,1,1,1
Kost Kirana 2 Tipe C Kelapa Gading Jakarta Utara,1300000,4.0,0.8285476573420106,campur,1,0,0,1,1,1,1,1
Kost Kirana 2 Tipe E Kelapa Gading Jakarta Utara,1400000,4.0,0.8285476573420106,campur,1,0,0,1,1,1,1,1
Kost Kirana 2 Tipe F Kelapa Gading Jakarta Utara,1400000,4.0,0.8285476573420106,campur,1,0,0,1,1,1,1,1
Kost Kirana 14 Kelapa Gading Jakarta Utara,2150000,9.0,1.583245002182383,putri,1,1,1,1,1,1,1,1
Kost Nora Gading Kirana Tipe Premium Kelapa Gading Jakarta Utara,4000000,12.0,1.497069692853387,putri,1,1,1,1,1,1,0,0
Kost Nora Gading Kirana Tipe Premium A Kelapa Gading Jakarta Utara,3500000,12.0,1.497069692853387,putri,1,1,1,1,1,0,0,0
Kost Nora Gading Kirana Tipe Executive Kelapa Gading Jakarta Utara,4000000,20.0,1.497069692853387,putri,1,1,1,0,1,0,0,0
Kost Bidan Lince Lantai Dasar Kelapa Gading Jakarta Utara,700000,6.25,1.966436879804588,campur,1,0,0,1,1,1,0,0
Kost Bidan Lince Lantai 3 Kelapa Gading Jakarta Utara,500000,9.0,1.966436879804588,campur,1,0,0,1,1,0,0,0
Kost Bidan Lince Lantai 2 Kelapa Gading Jakarta Utara,700000,16.0,1.966436879804588,campur,1,0,0,1,1,0,0,0
Kost Pak Haji Udin Pulo Gadung Jakarta Timur,700000,12.0,2.3361862542949847,campur,1,1,0,0,1,1,0,0
Kost Asri Tipe D Cilincing Jakarta Utara,650000,9.0,1.886782018907689,putra,1,0,0,1,1,1,0,0
Kost Asri Tipe E Cilincing Jakarta Utara,600000,7.5,1.8774992426537955,putra,1,0,0,1,1,1,0,0
Kost Asri Tipe C Cilincing Jakarta Utara,750000,10.5,1.886782018907689,putra,1,0,0,1,1,1,0,0
Kost Asri Tipe Atas Tanjung Priok Jakarta Utara,800000,12.0,4.505364023640683,putra,1,1,0,0,1,0,0,0
Kost Asri Tipe A Cilincing Jakarta Utara,1200000,24.0,1.8361819307925007,campur,1,1,0,0,1,0,0,0
Kost Kopyor Raya Fleksi Prime Kelapa Gading Jakarta Utara,1750000,7.5,1.2982070439239863,putri,1,0,1,1,1,1,0,1
Kost Kopyor Raya Tipe D Kelapa Gading Jakarta Utara,1600000,6.0,1.2982070439239863,putri,1,0,0,1,1,1,0,1
Kost Kopyor Raya Tipe Fleksi Cozy Kelapa Gading Jakarta Utara,1600000,6.9,1.2982070439239863,putri,1,0,0,1,1,0,0,1
Kost Kopyor Raya Tipe B Kelapa Gading Jakarta Utara,1700000,9.0,1.2982070439239863,putri,1,0,1,1,1,1,0,1
Kost De Alcatraz Tipe Bastoy Kelapa Gading Jakarta Utara,2200000,9.52,0.7912952022900684,campur,1,1,1,1,1,0,1,0
Kost Gaudensia Tipe 1 Kelapa Gading Jakarta Utara,1300000,9.0,1.2439567050685167,putri,1,0,0,1,1,1,0,0
Kost The Blessing Residence Tipe B Kelapa Gading Jakarta Utara,2000000,12.0,1.737578824641857,campur,1,1,1,1,1,0,1,1
Kost Sophia Tipe 1 Kelapa Gading Jakarta Utara,2750000,15.0,1.865372437073887,campur,1,1,1,1,1,1,1,0
Kost Sophia Tipe 4 Kelapa Gading Jakarta Utara,2000000,10.5,1.865372437073887,campur,1,1,1,1,1,0,1,0
Kost Sophia Tipe 3 Kelapa Gading Jakarta Utara,2250000,13.5,1.865372437073887,campur,1,1,1,1,1,0,1,0
Kost Sophia Tipe 2 Kelapa Gading Jakarta Utara,2500000,13.5,1.865372437073887,campur,1,1,1,1,1,0,1,0
Kost Azkoss Tipe A Kelapa Gading Jakarta Utara,2700000,30.0,2.133733469480931,putri,1,1,0,1,1,1,0,0
Kost Azkoss Tipe D Kelapa Gading Jakarta Utara,850000,7.5,2.1353578604919514,putri,1,0,0,1,1,1,0,0
Kost Azkoss Tipe D1 Kelapa Gading Jakarta Utara,1000000,10.0,2.1353578604919514,putri,1,0,0,0,1,1,0,0
Kost Azkoss Tipe C Kelapa Gading Jakarta Utara,1800000,12.0,2.133118574232608,putri,1,1,0,1,1,0,0,0
Kost Azkoss Tipe B Kelapa Gading Jakarta Utara,2100000,9.0,2.1330677190521863,putri,1,1,0,1,1,0,0,0
Kost Tari Indang Tipe D Kelapa Gading Jakarta Utara,2700000,40.0,1.1872061663801006,campur,1,1,1,1,1,1,1,0
Kost Tari Indang Tipe A Kelapa Gading Jakarta Utara,1800000,12.0,1.1872061663801006,campur,1,0,1,1,1,1,1,0
Kost Tari Indang Tipe B Kelapa Gading Jakarta Utara,2000000,24.0,1.1872061663801006,campur,1,1,0,1,1,1,1,0
Kost Harapan Abu Tipe 1 Kelapa Gading Jakarta Utara,800000,20.0,1.968797184329706,putra,1,0,0,1,1,1,0,0
Kost Janur Tipe A Kelapa Gading Jakarta Utara,950000,7.5,0.2659298030945459,putri,1,0,0,1,1,1,1,0
Kost Janur Kuning VII Tipe A Kelapa Gading Jakarta Utara,1500000,9.0,0.4761798488239907,campur,1,0,0,1,1,1,0,1
Kost Janur Kuning Tipe A Kelapa Gading Jakarta Utara,1500000,9.0,0.4871423721861008,campur,1,0,0,1,1,1,0,0
Kost Permata Biru Type A Kelapa Gading Jakarta Utara,1300000,9.0,1.5373603341394555,putri,1,0,0,1,1,1,1,0
Kost Ganio Kelapa Gading Jakarta Utara,600000,9.0,0.6641634550224942,campur,1,0,0,1,1,1,0,0
Kost The Blessing Residence Tipe A Kelapa Gading Jakarta Utara,2800000,20.0,1.7224589568930868,campur,1,1,1,1,1,1,1,1
Kost Eksklusif Rumah Lunar Kelapa Gading Jakarta Utara,3500000,21.0,0.3500406308309524,campur,1,1,1,1,1,1,1,0
Kost Kelapa Gading Timur Tipe C Kelapa Gading Jakarta Utara,2800000,12.25,0.8196779623702894,campur,1,1,1,1,1,1,1,1
Kost Cherry Home Kelapa Gading Jakarta Utara,2900000,16.0,0.6228379783751653,putri,1,1,0,1,1,1,1,1
Kost Cahaya Tipe A Kelapa Gading Jakarta Utara,2600000,9.0,0.4953414808984568,campur,1,1,0,1,1,0,0,0
Kost Cahaya Tipe B Kelapa Gading Jakarta Utara,2500000,9.0,0.4953414808984568,campur,1,1,0,1,1,0,0,0
Kost Lady Kelapa Gading Jakarta Utara,500000,9.0,2.0235726390335103,campur,1,0,0,0,1,1,0,0
Kost Ibu Reno Cilincing Jakarta Utara,600000,12.0,2.1344863833639134,putra,1,0,0,1,1,1,0,1
Kost Gading Boulevard Tipe D Kelapa Gading Jakarta Utara,1675000,4.0,1.1261966863217872,campur,1,0,0,1,1,1,1,1
Kost Joyful Mega Sunter Astra Moi Tipe C Tanjung Priok Jakarta Utara,1000000,4.0,2.6021742773084755,campur,1,0,0,1,1,1,1,0
Kost Joyful Mega Sunter Astra Moi Tipe A Tanjung Priok Jakarta Utara,900000,4.0,2.6021742773084755,campur,1,0,0,1,1,1,1,0
Kost Joyful Mega Sunter Astra Moi Tipe B Tanjung Priok Jakarta Utara,1000000,5.0,2.6021742773084755,campur,1,0,0,1,1,1,1,0
Kost Kelapa Gading Timur Tipe B Kelapa Gading Jakarta Utara,2800000,9.0,0.8212423845008772,campur,1,1,0,1,1,1,1,1
Kost Ibu Farhan Pulo Gadung Jakarta Timur,1100000,9.0,2.201492402305786,putri,1,1,0,1,1,1,0,0
Kost Gading Surya Tipe Green Room Kelapa Gading Jakarta Utara,900000,5.0,0.9715020715256908,campur,1,0,0,1,1,1,0,0
Kost Gading Surya Tipe Shiny Kelapa Gading Jakarta Utara,950000,7.5,0.9715020715256908,campur,1,0,0,1,1,1,0,0
Kost Gading Surya Tipe J Kelapa Gading Jakarta Utara,950000,5.0,0.9715020715255296,campur,1,0,0,1,1,1,0,0
Kost Gading Surya Tipe C Kelapa Gading Jakarta Utara,950000,6.0,0.9715020715255296,campur,1,0,0,1,1,1,0,0
Kost MX Home Tipe C Kelapa Gading Jakarta Utara,1500000,12.0,1.2366495135711142,campur,1,1,0,1,1,1,1,1
Kost Mx Home Tipe A Kelapa Gading Jakarta Utara,1200000,9.0,1.2366495135711142,campur,1,1,0,1,1,0,1,1
Kost MX Home Tipe B Kelapa Gading Jakarta Utara,1300000,9.0,1.2366495135711142,campur,1,0,0,1,1,0,1,1
Kost Gading Surya President Suite Kelapa Gading Jakarta Utara,1700000,12.0,0.9849113253933292,campur,1,0,0,1,1,1,0,1
Kost Kantin Me Tipe Family Kelapa Gading Jakarta Utara,3000000,36.0,1.2180761402825035,campur,1,1,0,1,1,1,1,0
Kost Kantin Me Tipe C Kemayoran Jakarta Pusat,750000,9.0,6.103861398120024,campur,1,0,0,1,1,1,0,0
Kost Kantin Me Tipe A Kelapa Gading Jakarta Utara,1000000,6.6000000000000005,1.2180761402825035,campur,1,0,0,1,1,1,1,0
Kost Kantin Me Tipe B Kelapa Gading Jakarta Utara,1400000,6.6000000000000005,1.2180761402825035,campur,1,0,0,1,1,1,1,0
Kost Kantin Me Tipe Exclusive Kemayoran Jakarta Pusat,1500000,18.0,6.104481253827058,campur,1,1,0,1,1,1,0,0
Kost Surya Elok Kelapa Gading Jakarta Utara,1600000,12.0,0.946323620521518,campur,1,1,1,0,1,1,0,1
Kost Gading Surya Tipe Smart Room Kelapa Gading Jakarta Utara,775000,5.0,0.9715020715256908,campur,1,0,0,1,1,1,0,0
Kost Gracia Tipe C Kelapa Gading Jakarta Utara,3600000,12.6,1.6572451559785168,putri,1,1,1,1,1,1,1,0
Kost Gracia Tipe B Kelapa Gading Jakarta Utara,3200000,15.04,1.6572451559785168,putri,1,1,1,1,1,0,1,0
Kost Gracia Tipe A Kelapa Gading Jakarta Utara,3600000,22.5,1.6572451559785168,putri,1,1,1,1,1,0,1,0
Kost Gracia House Tipe C Kelapa Gading Jakarta Utara,2400000,12.0,1.032707609012528,campur,1,0,0,1,1,1,1,1
Kost Gracia House Tipe A Kelapa Gading Jakarta Utara,1500000,9.0,1.032707609012528,campur,1,0,0,1,1,1,1,1
Kost Gracia House Tipe B Kelapa Gading Jakarta Utara,2000000,12.0,1.0130583194680367,campur,1,0,0,1,1,0,1,1
Kost Gading Elok Residence II Queensize Bedroom Kelapa Gading Jakarta Utara,2900000,10.240000000000002,1.5115958944356092,campur,1,1,1,1,1,1,1,1
Kost Gading Surya Tipe E Kelapa Gading Jakarta Utara,850000,4.0,0.9715020715255296,campur,1,0,0,1,1,1,0,0
Kost Gading Surya Tipe Eksklusif Kelapa Gading Jakarta Utara,850000,5.0,0.9849113253933292,campur,1,0,0,1,1,1,0,1
Kost Kelapa Puan Timur Tipe Superior Kelapa Gading Jakarta Utara,800000,4.0,1.0646564331835884,putri,1,0,0,1,1,1,0,1
Kost Home Living Tipe 3C Kelapa Gading Jakarta Utara,2000000,9.0,1.667609435930836,putri,1,1,1,1,1,0,1,1
Kost Atiga A3 Suite Kelapa Gading Jakarta Utara,3500000,24.0,1.3103112094734484,campur,1,1,1,1,1,1,1,0
Kost Boutique Kelapa Sawit 5 VVIP Kelapa Gading Jakarta Utara,3200000,12.0,1.802134288151501,campur,1,1,1,1,1,1,1,0
Kost Kelapa Puan Timur Tipe Fresh Room Kelapa Gading Jakarta Utara,695000,5.0,1.0646564331835884,putri,1,0,0,1,1,1,0,1
Kost Kelapa Puan Timur Tipe Double Bed Kelapa Gading Jakarta Utara,900000,7.5,1.0646564331835884,putri,1,0,0,1,1,1,0,1
Kost Kelapa Puan Timur Tipe I Kelapa Gading Jakarta Utara,800000,7.5,1.0500760177467048,putri,1,0,0,1,1,1,0,1
Kost Kelapa Puan Timur Vvip Kelapa Gading Jakarta Utara,800000,6.0,1.0646564331835884,putri,1,0,0,1,1,1,0,0
Kost Kelapa Puan Timur Tipe Twin Bed Kelapa Gading Jakarta Utara,1100000,7.5,1.0646564331835884,putri,1,0,0,1,1,1,0,1
Kost Kelapa Puan Timur Tipe D Kelapa Gading Jakarta Utara,1100000,12.0,1.0646564331835884,putri,1,0,0,1,1,1,0,1
Kost Kelapa Puan Timur Tipe G Kelapa Gading Jakarta Utara,1100000,12.0,1.0646564329865371,putri,1,0,0,1,1,1,1,0
Kost Mimi Tipe E Kelapa Gading Jakarta Utara,2300000,16.0,1.6996831466953453,putri,1,1,1,1,1,1,1,0
Kost Mimi Tipe I Kelapa Gading Jakarta Utara,1900000,9.0,1.6893542313607188,putri,1,1,1,1,1,0,1,1
Kost Mimi Tipe A Kelapa Gading Jakarta Utara,2000000,9.45,1.6893542313607188,putri,1,0,0,1,1,0,0,0
Kost Mimi Tipe B Kelapa Gading Jakarta Utara,2000000,12.0,1.6893542313606449,putri,1,0,0,1,1,0,0,0
Kost Mimi Tipe F Kelapa Gading Jakarta Utara,2000000,12.0,1.6996831466953453,putri,1,0,1,1,1,0,1,0
Kost WGP Kelapa Gading Jakarta Utara,3000000,35.0,1.0491727871920846,campur,1,1,1,1,1,1,1,1
Kost The Good Living VVIP Kelapa Gading Jakarta Utara,2400000,12.0,1.875865122244679,campur,1,1,1,1,1,1,1,0
Kost Gading Surya Tipe H Kelapa Gading Jakarta Utara,1100000,9.0,0.9715020715255296,campur,1,0,0,1,1,1,0,0
Kost Boulevard Tipe Standar Kelapa Gading Jakarta Utara,900000,5.0,0.6094118782899618,campur,1,0,0,1,1,1,0,1
Kost Boulevard Tipe Bisnis Kelapa Gading Jakarta Utara,775000,5.0,0.6094118782899618,campur,1,0,0,1,1,1,0,1
Kost Boulevard Timur Mall Tipe VIP Kelapa Gading Jakarta Utara,850000,5.0,0.6094118782899618,campur,1,0,0,1,1,1,0,1
Kost Boulevard Tipe Comfort Room Kelapa Gading Jakarta Utara,850000,5.0,0.6094118782899618,campur,1,0,0,1,1,1,0,1
Kost Raya Kelapa Gading North Jakarta,1850000,12.0,1.3552407574153598,campur,1,1,0,1,1,1,0,1
Kost Arteri 31 Tipe Medium Room Kelapa Gading Jakarta Utara,1500000,12.0,1.9306591104799216,campur,1,0,0,1,1,1,0,0
Kost Musik Raya Tipe C Kelapa Gading Jakarta Utara,1200000,9.0,1.5678290688357015,campur,1,0,0,1,1,1,0,1
Kost Musik Raya Tipe D Kelapa Gading Jakarta Utara,875000,6.0,1.5642585239721936,campur,1,0,0,1,1,1,0,0
Kost Musik Raya Tipe A Kelapa Gading Jakarta Utara,1200000,12.0,1.5678290688357015,campur,1,0,0,1,1,1,0,1
Kost Ultra Residence Tipe A Kelapa Gading Jakarta Utara,2500000,9.0,0.7992886161629813,putra,1,1,0,1,1,1,0,1
Kost Ultra Residence Executive Kelapa Gading Jakarta Utara,2500000,9.0,0.7992886161629813,putra,1,1,0,1,1,0,0,1
Kost Eksekutif Nyaman Tipe A Kelapa Gading Jakarta Utara,1800000,9.0,1.0126127991383052,campur,1,1,0,1,1,1,0,1
Kost Eksekutif Nyaman Tipe C Kelapa Gading Jakarta Utara,1800000,9.0,1.0036704950663948,campur,1,1,0,1,1,0,0,1
Kost Lenny Tipe A Kelapa Gading Jakarta Utara,3125000,15.0,0.6641634550224942,putra,1,1,1,1,1,1,1,1
Kost Green Gading Tipe B Kelapa Gading Jakarta Utara,1800000,12.0,1.5071149824425236,campur,1,1,0,1,1,1,0,1
Kost Green Gading Tipe KML Kelapa Gading Jakarta Utara,1500000,9.0,1.5071149824425236,campur,1,0,0,1,1,0,0,1
Kost Green Pandawa Tipe B Kelapa Gading Jakarta Utara,2000000,12.0,1.601998788064266,campur,1,1,0,1,1,1,0,1
Kost Green Pandawa Tipe A Kelapa Gading Jakarta Utara,1050000,12.0,1.6036121627637725,campur,1,0,0,1,1,0,0,1
Kost Green Pandawa Tipe D Kelapa Gading Jakarta Utara,2000000,20.0,1.601998788064266,campur,1,1,1,1,1,1,0,1
Kost Gading Putih Timur Kelapa Gading Jakarta Utara,1200000,9.0,1.5785802911963602,campur,1,0,0,1,1,1,0,1
Kost Aras Lodge Deluxe Kelapa Gading Jakarta Utara,2100000,12.0,1.251808233598313,campur,1,1,0,1,1,1,1,1
Kost Pulomas IC 3 Tipe C Pulo Gadung Jakarta Timur,1800000,12.0,2.622912805173516,putri,1,1,0,1,1,1,0,0
Kost Giro I Standard Kelapa Gading Jakarta Utara,1100000,9.0,1.4046816870440697,putri,1,0,0,1,1,1,0,0
