nama_kos,harga,luas_kamar,jarak_ke_bca,tipe_kos,is_ac,is_km_dalam,is_water_heater,is_furnished,is_internet,is_listrik_free,is_parkir_mobil,is_mesin_cuci
Kost Aghniya Pomee Tipe B Tanah Abang Jakarta Pusat,3500000,12.0,1.9005140823687887,campur,1,1,1,1,1,0,0,0
Kost Cideng Cozy Home Mezzanine Gambir Jakarta Pusat,2700000,12.0,2.384467095774837,campur,1,1,1,1,1,0,0,0
Kost Le Green Suite Sudirman Setiabudi Jakarta,5000000,16.0,1.4059816885080838,campur,1,1,1,1,1,1,0,1
Kost Zhafira Tipe A Senen Jakarta Pusat,1000000,6.0,2.544989889986028,campur,1,0,0,1,1,0,0,1
Kost Ibu Indri Tipe VIP Tanah Abang Jakarta Pusat,2300000,16.0,0.8920395992320695,campur,1,1,0,1,1,0,0,0
Rumah Kontrakan Yori 1 Setiabudi Jakarta Selatan,1600000,14.0,2.465400135867158,campur,1,1,0,0,1,0,0,0
Kost Bendungan Hilir Tanah Abang Jakarta Pusat,4300000,16.0,2.234201331424841,campur,1,1,1,1,1,1,1,1
Kost Yellow Tipe A Tanah Abang Jakarta Pusat,1000000,9.0,0.9874004255167416,putri,1,1,0,0,1,0,0,0
Kost Cemara21A Menteng Near Gondangdia Station Jakarta Pusat,3500000,12.0,1.180022028486127,campur,1,1,0,1,1,1,1,1
Kost Under The Starfruit Tree Tipe C Tanahabang Jakarta Pusat,3700000,16.0,0.7490293792389683,campur,1,1,0,1,1,0,0,1
Kost Ibu Sri Danau Sekawi Benhil Tipe A Tanah Abang Jakarta Pusat,2000000,12.0,2.3704623436302508,campur,1,1,1,0,1,0,0,1
Kost Mama Tipe A Palmerah Jakarta Barat,1700000,9.0,2.078151031141735,putri,1,1,0,1,1,1,0,0
Kost Elju Tipe A1 Palmerah Jakarta Barat,2225000,10.35,2.900464225635437,campur,1,1,0,0,1,0,1,1
Kost Brantas Standard Gambir Jakarta Pusat,2000000,16.0,2.266574728325497,campur,1,1,1,1,1,0,0,1
Kost Kosongan Delimaa Petamburan Vvip Tanah Abang Jakarta Pusat,2200000,30.0,1.6303655596342037,campur,1,1,0,0,1,0,0,0
Kost Daftara Tipe C Tanah Abang Jakarta Pusat,2000000,15.0,1.88121416413768,campur,1,1,0,1,1,1,1,0
Kost Safina Tanah Abang Jakarta Pusat,800000,12.0,1.686054757970303,putri,1,0,0,1,1,1,0,0
Kost Zhafira Tipe B Senen Jakarta Pusat,1300000,12.0,2.579311060166065,campur,1,0,0,1,1,0,0,1
Kost Makmur Tipe A Tanah Abang Jakarta Pusat,1800000,9.0,0.998664580530122,campur,1,1,0,1,1,1,0,1
Kost Tembok 8 Tipe I Menteng Jakarta Pusat,1800000,12.0,1.9848681920021387,putri,1,0,0,1,1,1,0,0
Kost Bee Tipe A Palmerah Jakarta Barat,1900000,9.0,2.07612108128312,putra,1,1,0,1,1,0,0,1
Kost Griya Indah 11 Setiabudi Jakarta Selatan,5500000,9.0,1.5558585590401182,campur,1,1,0,1,1,1,0,1
Kost Dharmawan Pdm Tipe A Tanah Abang Jakarta Pusat,1650000,9.0,2.178126239152357,campur,1,1,0,1,1,1,0,0
Kost Evimeria 25 Tipe B Setiabudi Jakarta Selatan,1300000,7.5,2.079220655971415,putra,1,0,0,0,1,1,0,1
Kost Pamz Tipe A Tanah Abang Jakarta Pusat,3200000,15.0,2.1853767941213698,putri,1,1,0,1,1,1,0,1
Kost Amarrylis Tipe E Gambir Jakarta Pusat,1300000,9.0,2.397411394799385,putri,1,0,0,1,1,1,0,0
Kost IU Homestay Menteng Jakarta Pusat,3100000,9.0,0.6297535661770941,campur,1,1,1,1,1,1,1,1
Kost Kamerliving 2 Tipe A Setiabudi Jakarta Selatan,1500000,12.0,2.268294809804156,campur,1,0,0,0,1,0,0,0
Kost Karbela Raya 3 Tipe A Setiabudi Jakarta Selatan,1350000,20.0,2.096376964589895,campur,1,0,0,1,1,1,0,1
Kost Ibu Vvip Palmerah Jakarta Barat,2300000,12.0,2.43613784277788,campur,1,1,0,1,1,0,0,0
Kost Sabangan Tipe A Gambir Jakarta Pusat,1500000,12.0,2.241824538771183,campur,1,1,0,1,1,0,0,1
Kost Rubi Tipe Kipas Tanah Abang Jakarta Pusat,1400000,9.0,0.8753699914198243,campur,1,1,0,1,1,1,0,1
Kost Baik 2 Maninjau Suite Tipe C Tanah Abang Jakarta Pusat,3000000,15.400000000000002,1.844234809951976,campur,1,1,1,1,1,0,1,1
Kost Bawor Tipe B Palmerah Jakarta Barat,800000,8.75,2.162250282763442,putri,1,0,0,1,1,1,0,0
Kost LeGreen Suite Senayan Tanah Abang Jakarta Pusat,4000000,16.0,2.031479323722734,campur,1,1,1,1,1,0,1,1
Kost Dahlia Deluxe Tanah Abang Jakarta Pusat,1200000,6.0,1.0287538238083538,putri,1,0,0,1,1,0,0,0
Kost Elju Tipe B Palmerah Jakarta Barat,2050000,7.700000000000001,2.900464225635437,campur,1,1,0,0,1,0,1,1
Kost Choska Luxury Residence Deluxe Tanah Abang Jakarta Pusat,7900000,9.0,0.657242360818598,campur,1,1,1,1,1,0,1,1
Kost Sakura Terrace Sudirman 1 Jakarta Jakarta Selatan,7651500,16.0,1.1434770623389552,campur,1,1,1,1,1,0,0,1
Kost Acostay Toba 10 Tipe Penthouse Tanah Abang Jakarta Pusat,7500000,28.0,1.9236897843763896,campur,1,1,1,1,1,0,1,0
Kost Choska Luxury Residence Superior Tanah Abang Jakarta Pusat,7000000,12.0,0.657242360818598,campur,1,1,1,1,1,0,1,1
Kost The Cube Tipe E Setiabudi Jakarta Selatan,6000000,126.0,1.7827455409892967,campur,1,1,1,1,1,0,1,0
Kost The Kholes Setiabudi Jakarta Selatan,6000000,20.0,1.2551212143908752,campur,1,1,1,1,1,0,1,1
Kost 28 Residence Tipe Studio Setiabudi Jakarta Selatan,6000000,40.0,1.3446922079953456,campur,1,1,1,1,1,0,1,0
Kost Konko Tipe Premium Suite Kebon Sirih Jakarta Pusat,6000000,16.0,1.894768791904709,campur,1,1,1,0,1,1,1,1
Kost Jegez Bagaz Tipe Loft Setiabudi Jakarta Selatan,5900000,48.75,2.529752595362799,campur,1,1,1,1,1,0,1,0
Kost The Pakis Setiabudi Jakarta Selatan,5550000,20.0,1.29187820611981,campur,1,1,1,1,1,0,1,0
Kost Paviliun Benhil Tipe A Tanah Abang Jakarta Pusat,7000000,80.0,2.319460977168576,campur,1,1,0,1,1,0,1,1
Kost Sakura Terrace Superior Tanah Abang Jakarta Pusat,6599999,16.0,1.9792457442878808,campur,1,1,1,1,1,0,1,1
Kost Ruang 16 Deluxe Menteng Jakarta Pusat,6516800,12.0,1.857079218851282,campur,1,1,1,1,1,0,1,1
Kost Marrakesh Deluxe Tanah Abang Jakarta Pusat,6500000,12.0,2.025885280611491,campur,1,1,1,1,1,1,1,1
Kost Mendjangan Suites Benhil Jakarta Pusat,6300000,17.86,2.3053564202667616,campur,1,1,1,1,1,0,1,1
Kost Choska Luxury Residence Standard Plus Tanah Abang Jakarta Pusat,6179000,9.0,0.657242360818598,campur,1,1,1,1,1,0,1,1
Kost 37 Deluxe Tanah Abang Jakarta Pusat,6000000,24.0,0.5105715198662997,campur,1,1,1,1,1,1,0,0
Kost Senayan Grand Suite Tipe A Tanah Abang Jakarta Pusat,5500000,24.0,2.2812782421907816,campur,1,1,1,1,1,0,1,1
Kost The Loji Setiabudi Jakarta Selatan,5500000,16.0,1.2314050039418505,campur,1,1,1,1,1,1,1,1
Kost Andara Home Setiabudi Jakarta Selatan,5500000,16.0,1.1828509911408545,campur,1,1,1,1,1,0,1,0
Kost Heeza Home Tipe Executive Tanah Abang Jakarta Pusat,5500000,18.0,1.935168664085155,campur,1,1,1,1,1,1,1,1
Kost Tengah Tengah Setiabudi Jakarta Selatan,5500000,16.0,1.5058620305203685,campur,1,1,1,0,1,1,0,0
Kost Tango Residencen Tanah Abang Jakarta Pusat,5500000,12.0,2.2588302384371057,campur,1,1,1,1,1,1,1,0
Kost Kramat II Senen Jakarta Pusat,5400000,12.25,2.575279423760283,campur,1,1,0,1,1,0,0,1
Kost R Pavilion Taman Tipe Cja Setiabudi Jakarta Selatan,5000000,12.0,1.4202322880086888,campur,1,1,1,1,1,0,1,0
Kost Gokostel W3 Suite Menteng Jakarta Pusat,5000000,20.0,0.6086840234397372,campur,1,1,1,1,1,0,0,1
Kost Towuti 26 Mezzanine Tanah Abang Jakarta Pusat,5500000,14.0,2.1596849956597213,campur,1,1,1,1,1,0,0,0
Kost Jl Bendungan Hilir Tipe A Tanah Abang Jakarta Pusat,5500000,16.0,2.234201331424841,campur,1,1,1,1,1,1,1,1
Kost Marrakesh Standart Tanah Abang Jakarta Pusat,5500000,12.0,2.025885280611491,campur,1,1,1,1,1,1,1,1
Kost Toba 10 Benhil Tanah Abang Jakarta Pusat,5500000,12.0,1.9339615303068247,campur,1,1,1,1,1,0,1,1
Kost Menteng House Suite Room Menteng Jakarta Pusat,5500000,20.0,0.7178246067818439,campur,1,1,1,1,1,1,0,1
Kost Paviliun Izhar Tipe B Jakarta Pusat Jakarta Pusat,5500000,50.0,1.888617854062756,campur,1,1,1,1,1,0,0,0
Kost The Cube Tipe D Setiabudi Jakarta Selatan,5500000,20.0,1.7827455409892967,campur,1,1,1,1,1,0,1,0
Kost 37 Superior 1 Tanah Abang Jakarta Pusat,5000000,20.0,0.5105715198794153,campur,1,1,1,1,1,1,0,0
Kost Roesmora Residence Madrasah Cilandak Jakarta Selatan,5000000,12.0,0.7082724589352453,campur,1,1,0,0,1,0,1,0
Kost Flambo 10 Executive Setiabudi Jakarta Selatan,5000000,24.0,2.053628574673989,campur,1,1,1,1,1,0,1,1
Kost Eksklusif Jalan Yusuf Adiwinata Tipe A Menteng Jakarta Pusat,5000000,12.0,0.7697756098889733,campur,1,1,1,1,1,1,0,0
Kost Greenplants Penjernihan Benhil Tipe C Tanah Abang Jakarta Pusat,5000000,20.0,2.319460977168576,campur,1,1,1,1,1,1,1,1
Kost Griya Lestari 22 Setiabudi Jakarta Selatan,5000000,9.0,1.5475112526517465,campur,1,1,0,1,1,1,0,0
Kost Ehouzz Tipe B Setiabudi Jakarta Selatan,5000000,16.0,1.3539481398344877,campur,1,1,1,1,1,1,1,1
Kost Le Mansion Setiabudi Studio A Setiabudi Jakarta Selatan,5000000,24.0,1.646842097594417,campur,1,1,1,1,1,0,1,1
Kost Konko Tipe Deluxe Suite Kebon Sirih Jakarta Pusat,5000000,9.0,1.8845140749742493,campur,1,1,1,0,1,1,1,1
Kost Choska Luxury Residence Standard Tanah Abang Jakarta Pusat,5000000,9.0,0.657242360818598,campur,1,1,1,1,1,0,1,1
Kost Konko Tipe Twin Bed Kebon Sirih Jakarta Pusat,5000000,9.0,1.8991949731257505,campur,1,1,1,0,1,1,1,1
Kost Anggrek 23 Setiabudi Jakarta Selatan,5000000,9.0,1.5543506402150356,campur,1,1,0,1,1,1,0,1
Rumah Kontrakan Pejompongan 1A Tanah Abang Jakarta Pusat,5000000,32.0,1.9839731058469725,campur,1,1,0,0,1,0,0,0
Kost Griya Lestari Tipe A Setiabudi Jakarta Selatan,5000000,9.0,1.934485459626618,campur,1,0,0,1,1,1,0,1
Kost Puri Indah 3 Setiabudi Jakarta Selatan,5000000,9.0,1.5554620214380437,campur,1,1,1,1,1,1,1,1
Kost Puri Indah 18 Setiabudi Jakarta Selatan,5000000,9.0,1.5543506402150356,campur,1,0,1,1,1,0,0,1
Kost Griya Lestari Tipe B Setiabudi Jakarta Selatan,5000000,9.0,1.5608948059524823,putra,1,1,0,1,1,1,1,1
Kost Puri Indah No 3 Setiabudi Jakarta Selatan,5000000,9.0,1.5543506402150356,campur,1,1,1,1,1,1,1,1
Kost Aghniya Pomee Tipe A Tanah Abang Jakarta Pusat,5000000,12.0,1.9005140823687887,campur,1,1,0,1,1,0,0,0
Kost Augustine Exclusive Setiabudi Jakarta Selatan,5000000,13.5,1.1973809287485384,campur,1,1,1,1,1,0,0,0
Kost Gokostel W3 VIP R140 Menteng Jakarta Pusat,4500000,15.0,0.6086840234397372,campur,1,1,1,1,1,0,0,1
Kost Choska Luxury Residence Executive Tanah Abang Jakarta Pusat,15000000,24.0,0.657242360818598,campur,1,1,1,1,1,0,1,1
Kost Maison Benhil Eksekutif Tanah Abang Jakarta Pusat,5000000,12.0,2.1018328272644227,campur,1,1,1,1,1,0,1,1
Kost Acostay Toba 10 Tipe Superior Tanah Abang Jakarta Pusat,4999999,12.0,1.9334869628038616,campur,1,1,1,1,1,0,1,1
Kost Graha Trisula Perwari Berempat Menteng Jakarta Pusat,4800000,12.0,1.9153133051861668,putri,1,0,0,1,1,1,1,0
Kost Choska Luxury Residence Budget Tanah Abang Jakarta Pusat,4750000,6.0,0.657242360818598,campur,1,1,1,1,1,0,1,1
Kost Menteng Guest House King Size Bed Menteng Jakarta Pusat,4700000,16.5,1.4801727940824614,campur,1,1,1,1,1,1,1,1
Kost Lofte Benhil Exclusive Tanah Abang Jakarta Pusat,4600000,12.0,1.8661729995826928,campur,1,1,1,1,1,0,1,1
Kost Lia Tipe B Setiabudi Jakarta Selatan,4500000,70.0,1.7827455409892967,campur,1,1,1,1,1,1,1,0
Kost Legreen Suite Poso Tanah Abang Jakarta Pusat,4500000,16.0,2.182561142346373,campur,1,1,1,1,1,0,1,1
Kost Menteng House Deluxe Room Menteng Jakarta Pusat,4500000,20.0,0.7178246067818439,campur,1,1,1,1,1,1,0,1
Kost Eksklusif Jalan Yusuf Adiwinata No.38 Tipe B Menteng Jakarta Pusat,4500000,12.0,0.7697756098889733,campur,1,1,1,1,1,1,0,0
Kost Pam Baru Pavilion Tanah Abang Jakarta Pusat,4500000,15.0,1.7487636081952425,campur,1,1,1,1,1,0,0,0
Kost Studio One Kb Melati Tanah Abang Jakarta Pusat,4500000,16.0,0.536929041679574,campur,1,1,1,0,1,0,1,0
Kost Sumbing 31 Residence Tipe C Setiabudi Jakarta Selatan,4500000,12.0,1.899612121461845,campur,1,1,1,1,1,0,1,1
Kost Bu Iyang Tipe A Tanah Abang Jakarta Pusat,550000,9.0,1.7197131987956535,putra,1,0,0,1,1,0,0,0
Kost Iwan Setiabudi Jakarta Selatan,1200000,12.0,2.7817540894690227,putra,1,1,0,1,1,0,0,0
Kost Kael Setiabudi Jakarta Selatan,2000000,10.0,1.968402943330396,putra,1,1,0,1,1,1,0,1
Kost Bu Haji Mun Tanah Abang Jakarta Pusat,1175000,9.0,0.7859659872797823,putra,1,0,0,1,1,0,0,1
Kost Pak Alam Tipe A Setiabudi Jakarta Selatan,1200000,12.0,2.6976074786859305,putra,1,1,0,1,1,1,0,0
Kost Argha Tipe A Setiabudi Jakarta Selatan,1700000,9.0,2.2290261845598227,putra,1,1,0,1,1,0,0,0
Kost Yellow House Tipe A Tanah Abang Jakarta Pusat,1600000,12.0,1.3449210968975445,putra,1,0,0,1,1,0,0,0
Kost Bu Iik Setiabudi Jakarta Selatan,850000,9.0,2.6853169196557185,putra,1,0,0,1,1,1,0,0
Kost Bendhil Tipe A Tanah Abang Jakarta Pusat,1600000,9.0,1.7859378667086103,putra,1,0,0,1,1,1,1,0
Kost Benhil Barokah Tipe A Tanah Abang Jakarta Pusat,2400000,9.0,2.3621388540793307,putra,1,1,0,1,1,0,0,0
Kost D Corner Kebon Kacang Tipe A Tanah Abang Jakarta Pusat,1400000,9.0,0.5969915258245517,putra,1,0,0,1,1,0,0,0
Kost Benhil 7 Tipe A1 Tanah Abang Jakarta Pusat,1900000,12.0,2.233078761770621,putra,1,0,1,1,1,0,0,0
Kost Blimbi 37 Executive Setiabudi Jakarta Selatan,2400000,13.6,2.768965662224041,putra,1,1,0,1,1,0,0,0
Kost Ibu Andri 2 Tipe A Senen Jakarta Pusat,700000,9.0,2.571429586434854,putra,1,0,0,1,1,1,0,0
Kost Benhil 7 Tipe C Tanah Abang Jakarta Pusat,1750000,12.0,2.233078761521715,putra,1,0,1,1,1,0,0,0
Kost Endi Fasenda Tipe Standard Tanah Abang Jakarta Pusat,800000,6.0,0.8294904298657046,putra,1,0,0,1,1,1,0,1
Kost Ungu Jalan Listrik 5 Senen Jakarta Pusat,1700000,7.5,2.435034057459046,putra,1,1,0,1,1,0,0,1
Kost Merah Tanah Abang Jakarta Pusat,1200000,12.0,2.055514485391196,putra,1,1,0,1,1,0,0,0
Kost Benhil 7 Tipe B Tanah Abang Jakarta Pusat,1800000,9.0,2.233078761521715,putra,1,0,1,1,1,0,0,0
Kost Komando 329 Tipe B Setiabudi Jakarta Selatan,1600000,9.0,2.079220655971415,putra,1,0,0,1,1,0,0,1
Kost Esbeka Setiabudi Jakarta Selatan,850000,9.0,1.7976651704858426,putra,1,0,0,1,1,1,0,1
Kost Merah Asahan 3 Tanah Abang Jakarta Pusat,1700000,12.0,2.337943894304949,putra,1,1,0,1,1,0,0,0
Kost Blimbi 37 Standart Room Setiabudi Jakarta Selatan,1850000,6.8,2.771065846551978,putra,1,1,0,0,1,0,0,0
Kost Sepi Setiabudi Jakarta Selatan,1650000,9.0,1.8037474347274791,putra,1,0,0,0,1,1,0,0
Kost Ibu Elin Tipe A Tanah Abang Jakarta Pusat,1700000,10.0,1.7940116865795177,putra,1,1,0,1,1,0,0,0
Kost Evimeria Tipe A Setiabudi Jakarta Selatan,2150000,9.0,2.1052248612259103,putra,1,1,0,1,1,1,0,0
Kost Hengky Tipe A Tanah Abang Jakarta Pusat,800000,9.0,1.3621401273332774,putra,1,0,0,1,1,1,0,0
Kost Griya Baitunafi II Tanah Abang Jakarta Pusat,2000000,10.0,1.9007821926375563,putra,1,1,0,1,1,0,0,0
Kost Ubai Tipe Large Tanah Abang Jakarta Pusat,1200000,16.0,1.4422919428268524,putra,1,0,0,1,1,0,0,0
Kost Rumah Ku Tanah Abang Jakarta Pusat,1000000,12.0,1.4899961210560368,putra,1,0,0,1,1,0,0,0
Kost Bu Iyang Tipe D Tanah Abang Jakarta Pusat,650000,9.0,1.7197131987956535,putra,1,0,0,0,1,0,0,0
Kost Benhil Barokah Tipe C Tanah Abang Jakarta Pusat,1900000,8.0,2.3621388540793307,putra,1,0,0,1,1,0,0,0
Kost Bugenvil 2 Setiabudi Jakarta Selatan,750000,9.0,2.552251344507157,putra,1,0,0,1,1,1,0,0
Kost D Corner Kebon Kacang Tipe VIP Tanah Abang Jakarta Pusat,2200000,12.0,0.5969915258245517,putra,1,1,1,1,1,0,0,1
Kost Benhil Barokah Tipe E Tanah Abang Jakarta Pusat,1400000,6.0,2.3621388540793307,putra,1,1,0,1,1,1,0,0
Kost 23 Tipe Non Ac Tanah Abang Jakarta Pusat,1350000,12.0,0.7618146224091709,putra,1,0,0,1,1,1,0,0
Kost Bagas Arista 1 Tipe A Setiabudi Jakarta Selatan,1500000,9.0,2.46655788845341,putra,1,0,0,1,1,0,0,1
Kost Ubai Tipe Medium Tanah Abang Jakarta Pusat,1000000,9.0,1.4472193723353983,putra,1,0,0,1,1,0,0,0
Kost 23 Tanah Abang Jakarta Pusat,1850000,12.0,0.761814622323843,putra,1,1,0,1,1,1,0,0
Kost Kebon Kacang Tanah Abang Jakarta Pusat,1500000,12.0,1.0277306078631707,putra,1,1,0,1,1,1,0,0
Kost Bu Iyang Tipe B Tanah Abang Jakarta Pusat,900000,12.0,1.7197131987956535,putra,1,0,0,1,1,1,0,0
Kost Benhil Barokah Tipe B Tanah Abang Jakarta Pusat,2200000,6.0,2.3621388540793307,putra,1,1,0,1,1,0,0,0
Kost Benhil Barokah Tipe D Tanah Abang Jakarta Pusat,1600000,6.0,2.3621388540793307,putra,1,1,0,1,1,1,0,0
Kost Karbela 3 14 Setiabudi Jakarta Selatan,1200000,5.4,2.0424902338552395,putra,1,0,0,1,1,1,0,1
Kost Bu Iyang Tipe C Tanah Abang Jakarta Pusat,800000,12.0,1.7197131987956535,putra,1,0,0,1,1,0,0,0
Kost Eretan Menteng Jakarta Pusat,1300000,9.0,2.2072326090568573,putra,1,0,0,1,1,1,0,0
Kost Uni Dian Gambir Jakarta Pusat,850000,12.0,2.16571312248673,putra,1,1,0,1,1,1,0,1
Kost Ar Royan Tipe A Setiabudi Jakarta Selatan,2750000,12.0,1.4455515865977857,putra,1,1,0,1,1,1,0,1
Kost Iwan Kepong Senen Jakarta Pusat,800000,9.0,2.25279033866885,putra,1,0,0,1,1,1,0,0
Kost Mess 7 Tanah Abang Jakarta Pusat,900000,9.0,1.1585815992718858,putra,1,0,0,0,1,1,0,0
Kost Setiabudi Barat 22 Tipe B Setiabudi Jakarta Selatan,2900000,12.0,1.0809321284106712,putra,1,1,0,1,1,1,1,1
Kost TJP Tanah Abang Jakarta Pusat,1700000,12.0,1.8795595088056027,putra,1,1,0,0,1,0,0,0
Kost Aqila Benhil Tipe A Tanah Abang Jakarta Pusat,1700000,12.0,2.459990520187258,putra,1,1,0,1,1,1,1,1
Kost Abdat Jalan Kebon Tanah Abang Jakarta Pusat,750000,9.0,2.112067865865905,putra,1,0,0,1,1,0,0,1
Kost SR57 Tipe A Tanah Abang Jakarta Pusat,1950000,0.0,1.0031152065316389,putra,1,1,0,1,1,1,0,0
Kost Al Arofah Tipe A Jakarta Jakarta Selatan,750000,6.4,2.937050365612725,putra,1,0,0,1,1,1,0,0
Kost Kamboja 3A Setiabudi Jakarta Selatan,900000,12.0,1.89335011754894,putra,1,0,0,1,1,1,0,0
Kost Kwitang Enjoyer Non Smoking Senen Jakarta Pusat,1700000,9.0,2.5464709191965174,putra,1,1,0,1,1,1,0,1
Kost Bunda Kembang III Senen Jakarta Pusat,2000000,12.0,2.204381428890344,putra,1,1,0,1,1,1,0,1
Kost Ibu Latifah Standart Tanah Abang Jakarta Pusat,600000,7.5,1.888871899696156,putra,1,0,0,1,1,1,0,0
Kost Damai Tipe A Palmerah Jakarta Barat,1300000,12.0,2.300694278591155,putra,1,1,0,1,1,0,0,0
Kost Ibu Lisa Cikini Menteng Jakarta Pusat,1000000,12.0,2.0989200245422235,putra,1,0,0,1,1,0,0,0
Kost Hijau Setiabudi Jakarta Selatan,2600000,9.0,1.3946761168217536,putra,1,1,0,1,1,0,0,1
Kost SR57 Tipe E Tanah Abang Jakarta Pusat,1850000,0.0,1.0031152065316389,putra,1,1,0,0,1,1,0,0
Kost Depot 99 Tipe Standart Menteng Jakarta Pusat,800000,12.0,2.146374913883036,putra,1,0,0,1,1,0,0,0
Kost Desrina Setiabudi Jakarta Selatan,1450000,9.0,1.9026833234891187,putra,1,0,0,1,1,1,0,0
Kost B5 Small Room Tanah Abang Jakarta Pusat,2200000,6.0,2.191887009627571,putra,1,0,0,1,1,1,0,1
Kost Ibu Latifah Tipe A Tanah Abang Jakarta Pusat,700000,7.5,1.8833850830906664,putra,1,0,0,1,1,1,0,0
Kost Rumah Setiabudi Jakarta Selatan,3300000,12.0,1.0473012910749868,putra,1,1,0,1,1,1,1,1
Kost White Banyan Tipe A Tanah Abang Jakarta Pusat,3200000,12.0,2.0048820453924705,putra,1,1,1,0,1,1,0,0
Kost Benhil Tipe 3 Tanah Abang Jakarta Pusat,3000000,15.0,1.7562857085869112,putra,1,1,0,1,1,1,1,0
Kost Manohara 3 Tipe A Menteng Jakarta Pusat,900000,6.6000000000000005,2.0471980459445867,putra,1,0,0,1,1,1,0,1
Kost Ar Royan Tipe Z Setiabudi Jakarta Selatan,3000000,10.5,1.4644913059545472,putra,1,1,0,1,1,1,0,1
Kost Rumah Mila Tipe A Palmerah Jakarta Barat,1999999,12.0,2.371612144788054,putra,1,1,0,1,1,1,1,0
Kost Jameela'shouse Palmerah Jakarta Barat,2000000,12.0,2.3251757712657404,putra,1,1,0,1,1,0,1,1
Kost Benhil Tipe 2 Tanah Abang Jakarta Pusat,1200000,6.0,1.7568135083115597,putra,1,0,0,1,1,1,1,0
Kost Tante Leo Tipe A Tanah Abang Jakarta Pusat,1500000,9.0,1.9121701769153847,putra,1,0,0,1,1,1,0,0
Kost Ismail Marzuki Tipe A Tanah Abang Jakarta Pusat,850000,10.5,1.2268141629964873,putra,1,0,0,0,1,1,0,0
Kost House of Sekawan Bendungan Hilir Jakarta Pusat,2300000,9.0,1.7750341175669977,putra,1,1,0,1,1,0,1,1
Kost Vibes 21 Tipe A Tanah Abang Jakarta Pusat,1200000,12.0,2.1372771706290847,putra,1,0,0,1,1,1,1,0
Kost Bapak Andri Senen Jakarta Pusat,800000,9.0,2.1713156708483266,putra,1,0,0,1,1,1,0,0
Kost Kopi Greget Tanah Abang Jakarta Pusat,1300000,9.0,2.252842838740001,putra,1,0,0,1,1,1,0,0
Kost Mamake Tipe 2 Setiabudi Jakarta Selatan,1500000,9.0,1.8323907602152905,putra,1,1,0,1,1,0,0,0
Kost Dekat Benhil Tanah Abang Jakarta Pusat,1500000,9.0,1.9753369311446656,putra,1,0,0,1,1,1,0,0
Kost Petamburan 54 Tanah Abang Jakarta Pusat,650000,7.5,1.869102461830308,putra,1,0,0,1,1,1,0,0
Kost Kampung Bali X Tipe A Executive Tanah Abang Jakarta Pusat,2400000,6.0,1.338415296075339,putra,1,1,0,1,1,0,1,0
Kost Kebon Kacang Tipe B Tanah Abang Jakarta Pusat,2300000,7.0,0.6014090108515914,putra,1,1,0,1,1,1,0,0
Kost Baru Tanah Abang Jakarta Pusat,1300000,9.0,1.6391752763354317,putra,1,0,0,1,1,0,0,1
Kost KS Tubun Residence Palmerah Jakarta Barat,2000000,7.800000000000001,1.9542455212338088,putra,1,0,1,1,1,0,0,0
Kost Muria 56 Setiabudi Jakarta Selatan,750000,7.5,2.3263747732622773,putra,1,0,0,1,1,1,0,0
Kost Jhon Tipe C Menteng Jakarta Pusat,800000,9.0,2.2591408152333825,putra,1,0,0,1,1,1,0,0
Kost Thamrin Grand Ind Jakarta Pusat,1050000,12.0,0.6891584207893522,putra,1,0,0,1,1,1,0,0
Kost 44 Tanah Abang Jakarta Pusat,1800000,10.240000000000002,0.7254385888327373,putra,1,0,0,1,1,0,0,0
Kost Karbella 1 Setia Budi Jakarta Selatan,1600000,9.0,2.04503869352785,putra,1,1,0,1,1,1,0,0
Kost Kebon Kacang Tipe C1 Tanah Abang Jakarta Pusat,2300000,8.75,0.6014090108515914,putra,1,1,0,1,1,1,0,0
Kost Swiss Tipe B Tanah Abang Jakarta Pusat,1300000,6.0,0.5625352379398084,putra,1,0,0,1,1,1,0,0
Kost Nasrulsyah Tipe A Tanah Abang Jakarta Pusat,1000000,6.0,1.1958946639833157,putra,1,0,0,1,1,1,0,1
Kost Kausar Tipe B Tanah Abang Jakarta Pusat,1350000,12.0,0.6899595974832365,putra,1,0,0,1,1,1,0,0
Kost Jl Karet Karya Setiabudi Jakarta Selatan,1800000,9.0,1.784074062146104,putra,1,1,0,1,1,1,0,1
Kost White Banyan Tipe C Tanah Abang Jakarta Pusat,3200000,9.0,2.0048820453924705,putra,1,1,1,0,1,1,0,0
Kost Valerie Tipe Non Ac 3 Setiabudi Jakarta Selatan,700000,12.0,2.301991604791857,putra,1,0,0,1,1,1,0,0
Kost Kebon Kacang 2 Tanah Abang Jakarta Pusat,2000000,9.0,0.9517067779405948,putra,1,1,0,1,1,1,0,0
Kost Hann Tipe A Senen Jakarta Pusat,1400000,12.0,2.2105749850310152,putra,1,1,0,0,1,0,0,0
Kost Kramat Kwitang Tipe B Senen Jakarta Pusat,1200000,16.0,2.666245247668928,putra,1,0,0,1,1,1,0,0
Kost Cyber Tanah Abang Jakarta Pusat,2000000,12.0,2.0158348224594502,putra,1,1,0,1,1,1,0,0
Kost Dona Muliaa Tanah Abang Jakarta Pusat,850000,12.0,1.831156213128279,putra,1,1,0,1,1,1,0,0
Kost Apik 89G Kwitang Tipe D Senen Jakarta Pusat,925000,4.5,2.427799738259192,putri,1,0,0,1,1,1,0,0
